gbifID	accessRights	bibliographicCitation	language	license	modified	publisher	references	rightsHolder	type	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	caste	behavior	vitality	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialEntityID	materialEntityRemarks	verbatimLabel	materialSampleID	eventID	parentEventID	eventType	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verticalDatum	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	superfamily	family	subfamily	tribe	subtribe	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	datasetKey	publishingCountry	lastInterpreted	elevation	elevationAccuracy	depth	depthAccuracy	distanceFromCentroidInMeters	issue	mediaType	hasCoordinate	hasGeospatialIssues	taxonKey	acceptedTaxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	subgenusKey	speciesKey	species	acceptedScientificName	verbatimScientificName	typifiedName	protocol	lastParsed	lastCrawled	repatriated	relativeOrganismQuantity	projectId	isSequenced	gbifRegion	publishedByGbifRegion	level0Gid	level0Name	level1Gid	level1Name	level2Gid	level2Name	level3Gid	level3Name	iucnRedListCategory
3333081349				CC_BY_NC_4_0	2022-10-23T16:35:24Z		https://www.inaturalist.org/observations/40876463	danplant					iNaturalist	Observations	iNaturalist research-grade observations		HUMAN_OBSERVATION				https://www.inaturalist.org/observations/40876463	40876463		danplant	https://orcid.org/0000-0002-4439-5089														PRESENT																							2018-05-07T12:06	12:06:00-05:00	127	127	2018	5	7	2018/05/07 12:06 PM -0500											SOUTH_AMERICA				PE	Ancash				Huacaybamba, Perú								-9.073753	-76.941758																																92414147				danplant	https://orcid.org/0000-0002-4439-5089	2020-03-28T12:46:05				632874								Arnaldoa weberbaueri (Muschl.) Ferreyra								Plantae	Tracheophyta	Magnoliopsida	Asterales		Asteraceae				Arnaldoa	Arnaldoa			weberbaueri			SPECIES				ACCEPTED			50c9509d-22c7-4a22-a47d-8c48425ef4a7	US	2024-11-02T16:02:49.441Z						COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED	StillImage	true	false	3142046	3142046	6	7707728	220	414	3065	3142042		3142046	Arnaldoa weberbaueri	Arnaldoa weberbaueri (Muschl.) Ferreyra	Arnaldoa weberbaueri		DWC_ARCHIVE	2024-11-02T16:02:49.441Z	2024-11-02T00:05:32.060Z	true			false	LATIN_AMERICA	NORTH_AMERICA	PER	Peru	PER.2_1	Ancash	PER.2.10_1	Huari	PER.2.10.10_1	Paucas	NE
3312519841				CC0	2019-04-24T01:00:00Z			Royal Botanic Garden Edinburgh	PhysicalObject	https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799	https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e		RBGE	E	Edinburgh (E) Herbarium Specimens (selected by filtering by barcode starts with E)	E	PRESERVED_SPECIMEN				https://data.rbge.org.uk/herb/E00952566	E00952566	17558	Pennington, Terry Dale, Pennington, Richard Toby & Daza, Aniceto															PRESENT	HERBARIUM SHEET																						2003-11-28		332	332	2003	11	28	28th November 2003										W. Tropical South America	SOUTH_AMERICA				PE																																																																Arnaldoa weberbaueri (Muschl.) Ferreyra								Plantae	Tracheophyta	Magnoliopsida	Asterales		Asteraceae				Arnaldoa	Arnaldoa			weberbaueri			SPECIES			ICBN	ACCEPTED			bf2a4bf0-5f31-11de-b67e-b8a03c50a862	GB	2024-11-07T14:22:09.252Z						CONTINENT_DERIVED_FROM_COUNTRY		false	false	3142046	3142046	6	7707728	220	414	3065	3142042		3142046	Arnaldoa weberbaueri	Arnaldoa weberbaueri (Muschl.) Ferreyra	Arnaldoa weberbaueri (Muschl.) Ferreyra		DWC_ARCHIVE	2024-11-07T14:22:09.252Z	2024-11-07T13:36:38.716Z	true			false	LATIN_AMERICA	EUROPE									NE
3059538491				CC0_1_0			https://herbarium.bgbm.org/object/B101098470						B	Herbarium Berolinense			PRESERVED_SPECIMEN				https://herbarium.bgbm.org/object/B101098470	B 10 1098470	BEV 439 / DBM 6629	Escobari Vargas,B., Henning,T., Kilian,N. & Montesinos,D.B.															PRESENT																							2018-05-22		142	142	2018	5	22												SOUTH_AMERICA				PE				Peru: Dep. Ancash, descent W of Huacaybamba into the valley of the Rio Marañon, Alt.: 2600m. rocky-gravelly slopes with shrubland of Dodonaea, Acacia, Agave, etc. Alt.: 2600 m.2018-05-22, Leg.: Escobari Vargas,B., Henning,T., Kilian,N. & Montesinos,D.B. BEV 439 / DBM 6629.									-9.05306	-76.96306																																				D.Montesinos 12 Ag 2021														Arnaldoa weberbaueri (Muschl.) Ferreyra								Plantae	Tracheophyta	Magnoliopsida	Asterales		Asteraceae				Arnaldoa	Arnaldoa			weberbaueri			SPECIES				ACCEPTED			85714c48-f762-11e1-a439-00145eb45e9a	DE	2024-01-25T10:15:02.979Z	2600.0					GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY	StillImage	true	false	3142046	3142046	6	7707728	220	414	3065	3142042		3142046	Arnaldoa weberbaueri	Arnaldoa weberbaueri (Muschl.) Ferreyra	Arnaldoa weberbaueri (Muschl.) Ferreyra		BIOCASE	2024-01-25T10:15:02.979Z	2023-12-05T09:13:43.838Z	true			false	LATIN_AMERICA	EUROPE	PER	Peru	PER.10_1	Huánuco	PER.10.3_1	Huacaybamba	PER.10.3.3_1	Huacaybamba	NE
237341175				CC0_1_0			https://herbarium.bgbm.org/object/B100186836						B	Herbarium Berolinense			PRESERVED_SPECIMEN				https://herbarium.bgbm.org/object/B100186836	B 10 0186836	8013	Weigend,M. & Schwarzer,C.															PRESENT																							2004-04-24		115	115	2004	4	24												SOUTH_AMERICA				PE				Peru: Depto. La Libertad. Prov. Pataz, road Buldibuyo to Tayabamba. Dryish innernandean valley, but steeper slopes with scrub forest; Forest and scrub forest remnants on rocky, westfacing slope, Schinus molle, Sebastiana, Arnaldoa. Alt.: 3141m. 24.04.2004, Leg.: M. Weigend & C. Schwarzer 8013.									-8.20944	-77.32777																																				M. Weigend & Ch. Schwarzer														Arnaldoa weberbaueri (Muschl.) Ferreyra								Plantae	Tracheophyta	Magnoliopsida	Asterales		Asteraceae				Arnaldoa	Arnaldoa			weberbaueri			SPECIES				ACCEPTED			85714c48-f762-11e1-a439-00145eb45e9a	DE	2024-01-25T10:14:55.591Z	3141.0					GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_FUZZY	StillImage	true	false	3142046	3142046	6	7707728	220	414	3065	3142042		3142046	Arnaldoa weberbaueri	Arnaldoa weberbaueri (Muschl.) Ferreyra	Arnaldoa weberbaueri (Muschl.) Ferreyra		BIOCASE	2024-01-25T10:14:55.591Z	2023-12-05T09:13:43.838Z	true			false	LATIN_AMERICA	EUROPE	PER	Peru	PER.13_1	La Libertad	PER.13.8_1	Pataz	PER.13.8.4_1	Huaylillas	NE
2268870261		http://www.tropicos.org/Specimen/100970952		CC_BY_4_0	2017-05-10T18:36:00Z			Missouri Botanical Garden	PhysicalObject		http://biocol.org/urn:lsid:biocol.org:col:15859		MO	Tropicos	Tropicos	MOBOT	PRESERVED_SPECIMEN				urn:catalog:MO:Tropicos:100970952	100970952	8218	A. López M.;Abundio Sagástegui A.		1													PRESENT																							1974-06-25		176	176	1974	6	25												SOUTH_AMERICA				PE	La Libertad	Pataz		Protected due to name conservation status																																														J. Pruski (MO)		2017-01-01T00:00:00				2737397								Arnaldoa weberbaueri (Muschl.) Ferreyra								Plantae	Tracheophyta	Magnoliopsida	Asterales		Asteraceae				Arnaldoa	Arnaldoa			weberbaueri			SPECIES			ICNafp	ACCEPTED	No opinion		7bd65a7a-f762-11e1-a439-00145eb45e9a	US	2024-11-02T08:01:15.731Z	3000.0					TAXON_MATCH_TAXON_ID_IGNORED;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY		false	false	3142046	3142046	6	7707728	220	414	3065	3142042		3142046	Arnaldoa weberbaueri	Arnaldoa weberbaueri (Muschl.) Ferreyra	Arnaldoa weberbaueri (Muschl.) Ferreyra		EML	2024-11-02T08:01:15.731Z	2024-11-02T06:15:57.936Z	true			false	LATIN_AMERICA	NORTH_AMERICA									NE
2251698900			en	CC0_1_0			http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4381217	The New York Botanical Garden	PhysicalObject	http://biocol.org/urn:lsid:biocol.org:col:15556	http://biocol.org/urn:lsid:biocol.org:col:15556		NY	NY	Vascular plants		PRESERVED_SPECIMEN				66821ebd-4b6a-420f-822b-f22546e5d6aa	04071139																	PRESENT	sheet																																																								[South America]																																																				Arnaldoa weberbaueri (Muschl.) Ferreyra								Plantae	Tracheophyta	Magnoliopsida	Asterales		Asteraceae				Arnaldoa	Arnaldoa			weberbaueri			SPECIES			ICN	ACCEPTED			d415c253-4d61-4459-9d25-4015b9084fb0	US	2024-10-25T05:58:24.150Z						MODIFIED_DATE_INVALID		false	false	3142046	3142046	6	7707728	220	414	3065	3142042		3142046	Arnaldoa weberbaueri	Arnaldoa weberbaueri (Muschl.) Ferreyra	Arnaldoa weberbaueri (Muschl.) Ferreyra		EML	2024-10-25T05:58:24.150Z	2024-10-25T04:13:37.599Z				false		NORTH_AMERICA									NE
2236073281				CC0_1_0	2021-05-07T17:11:00Z					urn:lsid:biocol.org:col:15463	urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8		US	US	NMNH Extant Biology		PRESERVED_SPECIMEN				http://n2t.net/ark:/65665/3bce77889-d3d2-4146-aebc-674bc031ef22	US 3716690	16871	R. W. Bussmann, N. Paniagua, N. Paniagua Zambrana & C. Vega		1													PRESENT																							2011-05-13		133	133	2011	5	13											South America - Neotropics, Peru, La Libertad	SOUTH_AMERICA				PE	La Libertad			Bolivar. District La Longotea, section Pampa Colorada. Dry forest in transition to mountain forest.									-7.0419	-77.9189																																																		Arnaldoa weberbaueri (Muschl.) Ferreyra							Plantae, Dicotyledonae, Asterales, Asteraceae, Barnadesioideae	Plantae	Tracheophyta	Magnoliopsida	Asterales		Asteraceae				Arnaldoa	Arnaldoa			weberbaueri			SPECIES				ACCEPTED			821cc27a-e3bb-4bc5-ac34-89ada245069d	US	2024-11-02T12:39:26.386Z	1914.0					GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	StillImage	true	false	3142046	3142046	6	7707728	220	414	3065	3142042		3142046	Arnaldoa weberbaueri	Arnaldoa weberbaueri (Muschl.) Ferreyra	Arnaldoa weberbaueri		EML	2024-11-02T12:39:26.386Z	2024-11-02T10:49:59.089Z	true			false	LATIN_AMERICA	NORTH_AMERICA	PER	Peru	PER.13_1	La Libertad	PER.13.2_1	Bolívar	PER.13.2.4_1	Longotea	NE
1848349277				CC_BY_4_0			https://wu.jacq.org/WU0068937						WU	Herbarium WU			PRESERVED_SPECIMEN				https://wu.jacq.org/WU0068937	0068937	12533	Stuessy,T.F., Crawford,D.J. & Sagastegui,A.A.;Stuessy,T.F. et al. 12533															PRESENT																							1992-07-11		193	193	1992	7	11												SOUTH_AMERICA				PE				Dept. Cajamarca: Prov. Celendin. Down from Jorge Chaves (ca. 15 kms SSE of Celendin) into Rio Marañon gorge toward Playa La Lima. 2600m down to 2000m.   Up from La Lima ca. 430 m. 2430m.																																														P. L. Ferreyra 2017														Arnaldoa weberbaueri (Muschl.) Ferreyra								Plantae	Tracheophyta	Magnoliopsida	Asterales		Asteraceae				Arnaldoa	Arnaldoa			weberbaueri			SPECIES				ACCEPTED			0afba960-be3b-4202-a7de-736ae05aec9e	AT	2024-07-30T04:51:25.161Z	2430.0					CONTINENT_DERIVED_FROM_COUNTRY;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY	StillImage	false	false	3142046	3142046	6	7707728	220	414	3065	3142042		3142046	Arnaldoa weberbaueri	Arnaldoa weberbaueri (Muschl.) Ferreyra	Arnaldoa weberbaueri (Muschl.) Ferreyra		BIOCASE	2024-07-30T04:51:25.161Z	2024-07-30T04:49:44.170Z	true			false	LATIN_AMERICA	EUROPE									NE
1848349173				CC_BY_4_0			https://wu.jacq.org/WU0068935						WU	Herbarium WU			PRESERVED_SPECIMEN				https://wu.jacq.org/WU0068935	0068935	12524	Stuessy,T.F. et al. 12524;Stuessy,T.F., Crawford,D.J. & Sagastegui,A.A.															PRESENT																							1992-07-10		192	192	1992	7	10												SOUTH_AMERICA				PE				Dept. Cajamarca: Prov. Celendin. Hacienda Limon. 33 kms E of Celendin on rd to Rio Marañon. Shrubby dry slopes. Monte bajo seco. 2050m.																																														Stuessy,T.F., Crawford,D.J. & Sagastegui,A.A.														Arnaldoa weberbaueri (Muschl.) Ferreyra								Plantae	Tracheophyta	Magnoliopsida	Asterales		Asteraceae				Arnaldoa	Arnaldoa			weberbaueri			SPECIES				ACCEPTED			0afba960-be3b-4202-a7de-736ae05aec9e	AT	2024-07-30T04:51:25.162Z	2050.0					CONTINENT_DERIVED_FROM_COUNTRY;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY	StillImage	false	false	3142046	3142046	6	7707728	220	414	3065	3142042		3142046	Arnaldoa weberbaueri	Arnaldoa weberbaueri (Muschl.) Ferreyra	Arnaldoa weberbaueri (Muschl.) Ferreyra		BIOCASE	2024-07-30T04:51:25.162Z	2024-07-30T04:49:44.170Z	true			false	LATIN_AMERICA	EUROPE									NE
1848349151				CC_BY_4_0			https://wu.jacq.org/WU0068936						WU	Herbarium WU			PRESERVED_SPECIMEN				https://wu.jacq.org/WU0068936	0068936	12531	Stuessy,T.F. et al. 12531;Stuessy,T.F., Crawford,D.J. & Sagastegui,A.A.															PRESENT																							1992-07-11		193	193	1992	7	11												SOUTH_AMERICA				PE				Dept. Cajamarca: Prov. Celendin. Down from Jorge Chaves (ca. 15 kms SSE of Celendin) into Rio Marañon gorge toward Playa La Lima. 2600m down to 2000m. 2200-2240m.  Above La Lima 200m.																																														P. L. Ferreyra 2017														Arnaldoa weberbaueri (Muschl.) Ferreyra								Plantae	Tracheophyta	Magnoliopsida	Asterales		Asteraceae				Arnaldoa	Arnaldoa			weberbaueri			SPECIES				ACCEPTED			0afba960-be3b-4202-a7de-736ae05aec9e	AT	2024-07-30T04:51:25.160Z	2220.0	20.0				CONTINENT_DERIVED_FROM_COUNTRY;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY	StillImage	false	false	3142046	3142046	6	7707728	220	414	3065	3142042		3142046	Arnaldoa weberbaueri	Arnaldoa weberbaueri (Muschl.) Ferreyra	Arnaldoa weberbaueri (Muschl.) Ferreyra		BIOCASE	2024-07-30T04:51:25.160Z	2024-07-30T04:49:44.170Z	true			false	LATIN_AMERICA	EUROPE									NE
1830969677				CC_BY_4_0			https://wu.jacq.org/WU0066122						WU	Herbarium WU			PRESERVED_SPECIMEN				https://wu.jacq.org/WU0066122	0066122	12524	Stuessy,T.F. et al. 12524;Stuessy,T.F., Crawford,D.J. & Sagastegui,A.A.															PRESENT																							1992-07-10		192	192	1992	7	10												SOUTH_AMERICA				PE				Dept. Cajamarca: Prov. Celendin. Hacienda Limon. 33 kms E of Celendin on rd to Rio Marañon. Shrubby dry slopes. Monte bajo seco. 2050m.																																														Stuessy,T.F., Crawford,D.J. & Sagastegui,A.A.														Arnaldoa weberbaueri (Muschl.) Ferreyra								Plantae	Tracheophyta	Magnoliopsida	Asterales		Asteraceae				Arnaldoa	Arnaldoa			weberbaueri			SPECIES				ACCEPTED			0afba960-be3b-4202-a7de-736ae05aec9e	AT	2024-07-30T04:51:13.642Z	2050.0					CONTINENT_DERIVED_FROM_COUNTRY;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY	StillImage	false	false	3142046	3142046	6	7707728	220	414	3065	3142042		3142046	Arnaldoa weberbaueri	Arnaldoa weberbaueri (Muschl.) Ferreyra	Arnaldoa weberbaueri (Muschl.) Ferreyra		BIOCASE	2024-07-30T04:51:13.642Z	2024-07-30T04:49:44.170Z	true			false	LATIN_AMERICA	EUROPE									NE
1830969305				CC_BY_4_0			https://wu.jacq.org/WU0066123						WU	Herbarium WU			PRESERVED_SPECIMEN				https://wu.jacq.org/WU0066123	0066123	12533	Stuessy,T.F., Crawford,D.J. & Sagastegui,A.A.;Stuessy,T.F. et al. 12533															PRESENT																							1992-07-11		193	193	1992	7	11												SOUTH_AMERICA				PE				Dept. Cajamarca: Prov. Celendin. Down from Jorge Chaves (ca. 15 kms SSE of Celendin) into Rio Marañon gorge toward Playa La Lima. 2600m down to 2000m.   Up from La Lima ca. 2430m.																																														P. L. Ferreyra 2017														Arnaldoa weberbaueri (Muschl.) Ferreyra								Plantae	Tracheophyta	Magnoliopsida	Asterales		Asteraceae				Arnaldoa	Arnaldoa			weberbaueri			SPECIES				ACCEPTED			0afba960-be3b-4202-a7de-736ae05aec9e	AT	2024-07-30T04:51:13.643Z	2430.0					CONTINENT_DERIVED_FROM_COUNTRY;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY	StillImage	false	false	3142046	3142046	6	7707728	220	414	3065	3142042		3142046	Arnaldoa weberbaueri	Arnaldoa weberbaueri (Muschl.) Ferreyra	Arnaldoa weberbaueri (Muschl.) Ferreyra		BIOCASE	2024-07-30T04:51:13.643Z	2024-07-30T04:49:44.170Z	true			false	LATIN_AMERICA	EUROPE									NE
1417512685		MT00212398	en|fr	CC0_1_0	2021-03-11T00:00:00Z			Université de Montréal Biodiversity Centre	PhysicalObject		urn:lsid:biocol.org:col:14437	http://dataset.canadensys.net/mt-specimens	Université de Montréal Biodiversity Centre	MT	Marie-Victorin Herbarium (MT)	Marie-Victorin Herbarium (MT)	PRESERVED_SPECIMEN				212398	MT00212398	CEH3157	Gagnon, Edeline; List, Chris							fruit forming								PRESENT	mounted			Gagnon, Edeline; Hughes, Colin E.; Lewis, Gwilym P.; Bruneau, Anne. 2015. A new cryptic species in a new cryptic genus in the Caesalpinia group (Leguminosae) from the seasonally dry inter-Andean valleys of|South America. Taxon 64(3): 468–490				Medium-sized shrub, armed with long needle-like spines; Phyllaries dark red-brown, flowers orange; Interior of petals pubescent, styles protruding and bright orange															2011-05-27		147	147	2011	5	27	2011-05-27	Infrequent, growing next to dirt footpath, in a gorge going down to the rio Marañón with Caesalpinia cassioides, other Asteraceae, and Bromeliads										SOUTH_AMERICA				PE	Ancash	Huari		North of the village of Llamellin, on the west flanks of the Rio Marañón valley, along a small foot path in a steep side valley that goes down to the Rio Marañón and Puente Chochian		2669 m						Distrito de Chingas	-9.068889	-76.994444					unknown																													nom. rev.		Brouillet, Luc		2017-06-07T00:00:00												Arnaldoa weberbaueri (Muschl.) Ferreyra	Arnaldoa weberbaueri (Muschler) Ferreyra							Plantae	Tracheophyta	Magnoliopsida	Asterales		Asteraceae				Arnaldoa	Arnaldoa			weberbaueri			SPECIES			ICBN	ACCEPTED			0348540a-e644-4496-89d3-c257da9ad776	CA	2024-01-29T08:16:46.332Z	2669.0					COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY;DIFFERENT_OWNER_INSTITUTION		true	false	3142046	3142046	6	7707728	220	414	3065	3142042		3142046	Arnaldoa weberbaueri	Arnaldoa weberbaueri (Muschl.) Ferreyra	Arnaldoa weberbaueri (Muschler) Ferreyra		EML	2024-01-29T08:16:46.332Z	2024-01-26T18:59:03.670Z	true			false	LATIN_AMERICA	NORTH_AMERICA	PER	Peru	PER.2_1	Ancash	PER.2.2_1	Antonio Raymondi	PER.2.2.4_1	Llamellin	NE
1320960237				CC0_1_0	2024-04-24T10:35:00Z					urn:lsid:biocol.org:col:15463	urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8		US	US	NMNH Extant Biology		PRESERVED_SPECIMEN				http://n2t.net/ark:/65665/3a636062e-90f1-403c-85ef-864c2dcb50b2	US 3244862	4323	D. N. Smith & I. Sanchez		1													PRESENT																							1983-07-16		197	197	1983	7	16											South America - Neotropics, Peru, Cajamarca	SOUTH_AMERICA				PE	Cajamarca			Celendin rov. Ri Maranon valley, Celendin-Balsas road, 25 km, and onward, from Celendin									-6.85	-78.08																																																		Arnaldoa weberbaueri (Muschl.) Ferreyra							Plantae, Dicotyledonae, Asterales, Asteraceae, Barnadesioideae	Plantae	Tracheophyta	Magnoliopsida	Asterales		Asteraceae				Arnaldoa	Arnaldoa			weberbaueri			SPECIES				ACCEPTED			821cc27a-e3bb-4bc5-ac34-89ada245069d	US	2024-11-02T12:38:59.692Z	1750.0	750.0				GEODETIC_DATUM_ASSUMED_WGS84;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	StillImage	true	false	3142046	3142046	6	7707728	220	414	3065	3142042		3142046	Arnaldoa weberbaueri	Arnaldoa weberbaueri (Muschl.) Ferreyra	Arnaldoa weberbaueri		EML	2024-11-02T12:38:59.692Z	2024-11-02T10:49:59.089Z	true			false	LATIN_AMERICA	NORTH_AMERICA	PER	Peru	PER.6_1	Cajamarca	PER.6.3_1	Celendín	PER.6.3.1_1	Celendin	NE
1320702553				CC0_1_0	2017-08-04T09:15:00Z					urn:lsid:biocol.org:col:15463	urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8		US	US	NMNH Extant Biology		PRESERVED_SPECIMEN				http://n2t.net/ark:/65665/39ad44d04-465d-4917-a5d8-1237a8d8fb81	US 2509034	5454	P. Hutchison & J. K. Wright		1													PRESENT																							1964-05-30		151	151	1964	5	30											South America - Neotropics, Peru, Amazonas	SOUTH_AMERICA				PE	Amazonas			Western base of the Cerro Calla Calla, 22 km. east of Balsas on the road to Leimebamba, Province of Chachapoyas																																																												Arnaldoa weberbaueri (Muschl.) Ferreyra							Plantae, Dicotyledonae, Asterales, Asteraceae, Barnadesioideae	Plantae	Tracheophyta	Magnoliopsida	Asterales		Asteraceae				Arnaldoa	Arnaldoa			weberbaueri			SPECIES				ACCEPTED			821cc27a-e3bb-4bc5-ac34-89ada245069d	US	2024-11-02T12:37:13.362Z	1940.0					OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	StillImage	false	false	3142046	3142046	6	7707728	220	414	3065	3142042		3142046	Arnaldoa weberbaueri	Arnaldoa weberbaueri (Muschl.) Ferreyra	Arnaldoa weberbaueri		EML	2024-11-02T12:37:13.362Z	2024-11-02T10:49:59.089Z	true			false	LATIN_AMERICA	NORTH_AMERICA									NE
1320633063				CC0_1_0	2017-08-04T09:15:00Z					urn:lsid:biocol.org:col:15463	urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8		US	US	NMNH Extant Biology		PRESERVED_SPECIMEN				http://n2t.net/ark:/65665/397c44719-e296-40e5-844b-3f83d869eda6	US 2430781	15068	R. A. Ferreyra		1													PRESENT																							1963-06-22		173	173	1963	6	22											South America - Neotropics, Peru, Cajamarca	SOUTH_AMERICA				PE	Cajamarca			Prov. Celendia, encima de la Hacienda El Limon, entre Celendin y Balzas																																																												Arnaldoa weberbaueri (Muschl.) Ferreyra							Plantae, Dicotyledonae, Asterales, Asteraceae, Barnadesioideae	Plantae	Tracheophyta	Magnoliopsida	Asterales		Asteraceae				Arnaldoa	Arnaldoa			weberbaueri			SPECIES				ACCEPTED			821cc27a-e3bb-4bc5-ac34-89ada245069d	US	2024-11-02T12:39:04.960Z	2300.0	100.0				OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	StillImage	false	false	3142046	3142046	6	7707728	220	414	3065	3142042		3142046	Arnaldoa weberbaueri	Arnaldoa weberbaueri (Muschl.) Ferreyra	Arnaldoa weberbaueri		EML	2024-11-02T12:39:04.960Z	2024-11-02T10:49:59.089Z	true			false	LATIN_AMERICA	NORTH_AMERICA									NE
1318315432				CC0_1_0	2017-08-04T09:11:00Z					urn:lsid:biocol.org:col:15463	urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8		US	US	NMNH Extant Biology		PRESERVED_SPECIMEN				http://n2t.net/ark:/65665/3313911f5-1658-4e4a-8169-88cee4019ecf	US 2588354A	7410	A. Sagástegui A.		1													PRESENT																							1970-05-05		125	125	1970	5	5											South America - Neotropics, Peru, Cajamarca	SOUTH_AMERICA				PE	Cajamarca			Hda. El Limon (Celendin-Balsas) Prov. Celendin																																																												Arnaldoa weberbaueri (Muschl.) Ferreyra							Plantae, Dicotyledonae, Asterales, Asteraceae, Barnadesioideae	Plantae	Tracheophyta	Magnoliopsida	Asterales		Asteraceae				Arnaldoa	Arnaldoa			weberbaueri			SPECIES				ACCEPTED			821cc27a-e3bb-4bc5-ac34-89ada245069d	US	2024-11-02T12:38:38.117Z	2150.0					OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT	StillImage	false	false	3142046	3142046	6	7707728	220	414	3065	3142042		3142046	Arnaldoa weberbaueri	Arnaldoa weberbaueri (Muschl.) Ferreyra	Arnaldoa weberbaueri		EML	2024-11-02T12:38:38.117Z	2024-11-02T10:49:59.089Z	true			false	LATIN_AMERICA	NORTH_AMERICA									NE
