datelastmodified	basisofrecord	country	stateprovince	institutioncode	collectioncode	catalognumber	kingdom	phylum	taxonclass	ordem	family	genus	species	subspecies	scientificname	scientificnameauthor	typestatus	yearcollected	monthcollected	daycollected	collector	collectornumber	fieldnumber	julianday	timeofday	identifiedby	yearidentified	monthidentified	dayidentified	continentocean	county	locality	verbatimlatitude	verbatimlongitude	longitude	latitude	coordinateprecision	boundingbox	minimumelevation	maximumelevation	minimumdepth	maximumdepth	sex	preparationtype	individualcount	previouscatalognumber	relationshiptype	relatedcatalogitem	notes	barcode	historyofdeposit	depositor	yeardeposited	monthdeposited	daydeposited	isolatedfrom	isolator	isolationmethod	conditionsforgrowth	geneticallymodified	genotype	mutant	race	alternatestate	strainproperties	strainapplications	formofsupply	restrictions	biologicalrisks	pathogenicity
2022-08-01T16:16:53	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	81592	Plantae	Dicotyledon			Euphorbiaceae	Euphorbia	zonosperma		Euphorbia zonosperma	Müll.Arg.		2003	03	06	Melo, PHA de	417					2016	12	01	Southern America	Pains	Fazenda Amargoso, MG 439 km 16.	-20.381	-45.651222	-45.651222	-20.381			0	0									<nO>Arbusto 1,5m, terrestre, frutos imaturos verdes.; Borda de afloramento calcáreo.</nO>	BHCB037432																				
2020-12-11T11:41:06	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	147257	Plantae	Dicotyledon			Rubiaceae	Randia	armata		Randia armata	(Sw.) DC.		2008	11	28	Mansur, T	15								Southern America	Pains		-20.619167	-45.994722	-45.994722	-20.619167			0	0									<nO>Floresta estacional decidual.</nO>	BHCB012126																				
2024-05-29T12:21:47	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	88352	Plantae	Dicotyledon			Acanthaceae	Ruellia	brevifolia		Ruellia brevifolia	(Pohl) C.Ezcurra		2004	02	16	Melo, PHA de	1096					2005	04		Southern America	Pains	Fazenda Amargoso, MG-439 km 16, divisa com Francisco Gonçalves Costa.	-20.382861	-45.6495	-45.6495	-20.382861			700	750									<nO>Arbusto, flores vermelho-sangue com linhas de néctas amarelas.; Interior de mata seca entre rochas calcárias.</nO>	BHCB053384																				
2024-05-29T12:21:47	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	90098	Plantae	Dicotyledon			Acanthaceae	Ruellia	brevifolia		Ruellia brevifolia	(Pohl) C.Ezcurra		2004	07	29	Melo, PHA de	1236					2005	04		Southern America	Pains	Fazenda Amargoso, MG-439 km 16	-20.381056	-45.65125	-45.65125	-20.381056			670	670									<nO>Herbácea com flores vermelhas.; Sobre afloramento calcário.</nO>	BHCB053385																				
2020-12-11T11:36:27	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	88406	Plantae	Dicotyledon			Fabaceae	Senna	macranthera		Senna macranthera	(DC. ex Collad.) H.S.Irwin & Barneby		2004	03	03	Melo, PHA de	1119					2018	04		Southern America	Pains	Fazenda Amargoso, MG 439, Km 16	-20.381	-45.651222	-45.651222	-20.381			700	750									<nO>Arbórea, flores amarelas; Na borda sul da mata seca</nO>	BHCB046191																				
2022-02-25T17:15:43	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	90485	Plantae	Monocotyledon			Poaceae	Setaria	poiretiana		Setaria poiretiana	(Schult.) Kunth		2003	03	22	Melo, PHA de; Leite, FSF; Leal, CG	517					2004	09		Southern America	Pains	Fazenda Amargoso, MG-439, Km 16.	-20.387222	-45.649722	-45.649722	-20.387222			700	700									<nO>Erva.; No interior de mata seca, sobre afloramento calcário.</nO>	BHCB060153																				
2023-10-20T18:49:02	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	90492	Plantae	Monocotyledon			Poaceae	Setaria	sulcata		Setaria sulcata	Raddi		2004	04	08	Melo, PHA de; Leite, FSF; Leal, CG	1127					2023	02	27	Southern America	Pains	Fazenda Amargoso, MG-439, Km 16.	-20.381	-45.651222	-45.651222	-20.381			700	750									<nO>Erva.; No interior de mata seca, sobra afloramento calcário.</nO>	BHCB060148																				
2022-02-25T17:15:43	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	78625	Plantae	Monocotyledon			Poaceae	Setaria	vulpiseta		Setaria vulpiseta	(Lam.) Roem. & Schult.		2003	01	31	Melo, PHA de; Lombardi, JA	359					2004	09		Southern America	Pains	Fazenda Amargoso., MG-439, Km 16.	-20.387222	-45.649722	-45.649722	-20.387222			700	700									<nO>Herbácea. Terrestre.; Borda de mata relacionada a afloramento calcáreo.</nO>	BHCB060109																				
2022-02-25T17:15:43	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	82036	Plantae	Monocotyledon			Poaceae	Setaria	vulpiseta		Setaria vulpiseta	(Lam.) Roem. & Schult.		2003	05	25	Melo, PHA de; Carvalho, FA; Ranieri, BD; Souza, DT; Lana, TC	632					2004			Southern America	Pains	Fazenda Amargoso, MG-439, Km 16.	-20.387222	-45.649722	-45.649722	-20.387222			750	810									<nO>Herbácea, espiga verde.; Área de mineração, sobre afloramento calcário.</nO>	BHCB060110																				
2022-02-25T17:15:43	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	90140	Plantae	Monocotyledon			Poaceae	Setaria	vulpiseta		Setaria vulpiseta	(Lam.) Roem. & Schult.		2004	03	03	Melo, PHA de	1113					2004	09		Southern America	Pains	Fazenda Amargoso, MG-439, Km 16. Início da trilha da mata.	-20.381	-45.651222	-45.651222	-20.381			700	750									<nO>Erva terrestre, com espiguetas verde-amareladas.; No subosque de mata seca.</nO>	BHCB060114																				
2022-05-20T16:48:35	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	94002	Plantae	Dicotyledon			Lamiaceae	Cantinoa	mutabilis		Cantinoa mutabilis	(Rich.) Harley & J.F.B.Pastore		2003	05	25	Melo, PHA de; Carvalho, FA	641					2022	04		Southern America	Pains	Fazenda Amargoso, MG-439, Km 16.	-20.387222	-45.649722	-45.649722	-20.387222			750	810									<nO>Herbácea, terrestre. Frutos imaturos verdes.; Área de mineração, sobra afloramento calcário.</nO>	BHCB060551																				
2020-12-11T11:41:46	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	190276	Plantae	Dicotyledon			Solanaceae	Cestrum			Cestrum			2006	11	25	Melo, PHA de; Santos, RM	2429								Southern America	Pains		-20.431378	-45.641194	-45.641194	-20.431378			0	0									<nO>vegetação relacionada a afloramento calcario, base do afloramento, proximidades de curso de agua, arbusto, frutos imaturos verdes, atropurpureos quando maduros.</nO>	BHCB190276																				
2024-05-29T12:24:04	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	81571	Plantae	Dicotyledon			Asteraceae	Chromolaena	maximilianii		Chromolaena maximilianii	(Schrad. ex DC.) R.M.King & H.Rob.		2003	03	22	Melo, PHA de	514								Southern America	Pains	Fazenda Amargoso, MG-439, km 16.	-20.387222	-45.649722	-45.649722	-20.387222			0	0									<nO>Arbusto 1 m, terrestre, inflorescência branca.; Sobre afloramento calcário.</nO>																					
2024-01-08T19:35:44	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	78554	Plantae	Dicotyledon			Vitaceae	Cissus	verticillata	verticillata	Cissus verticillata verticillata	(L.) Nicolson & C.E.Jarvis		2002	12	30	Melo, PHA de	288					2003			Southern America	Pains	Fazenda Amargoso, MG-439, Km 16.	-20.387222	-45.649722	-45.649722	-20.387222			0	0																														
2020-12-11T11:37:05	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	90124	Plantae	Dicotyledon			Lauraceae	Ocotea	odorifera		Ocotea odorifera	(Vell.) Rohwer		2004	05	08	Melo, PHA de	1202								Southern America	Pains	Fazenda Amargoso, MG 439, KM 16	-20.381056	-45.650417	-45.650417	-20.381056			670	670									<nO>arbusto crescendo entre fendas de rocha calcária, frutos imaturos verdes</nO>	BHCB047335																				
2024-05-29T12:22:55	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	88355	Plantae	Dicotyledon			Apocynaceae	Oxypetalum	banksii		Oxypetalum banksii	R.Br. ex Schult.		2003	12	28	Melo, PHA de; Assunção, LN	1015					2004	10	22	Southern America	Pains	Fazenda Fricom, Belo Vale	-20.353614	-45.555722	-45.555722	-20.353614			750	750									<nO>Trepadeira na borda de afloramento calcário, flores creme com centro, ocre.; afloramento calcário</nO>																					
2020-12-11T11:40:08	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	78642	Plantae	Dicotyledon			Piperaceae	Peperomia	punicea		Peperomia punicea	Dahlst.		2003	01	31	Melo, PHA de; Lombardi, JA	376					2005			Southern America	Pains	Fazenda Amargoso, MG-439, km 16.	-20.387222	-45.649722	-45.649722	-20.387222			0	0									<nO>Herbácea. Rupícula. Espiga verde.; Borda de mata relacionada a afloramento calcáreo.</nO>	BHCB052393																				
2022-09-30T18:13:46	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	93995	Plantae	Dicotyledon			Phytolaccaceae	Petiveria			Petiveria			2003	12	08	Melo, PHA de; Santos, GP	1003								Southern America	Pains	Fazenda Amargoso, MG-439, Km 16. Na entrada norte da trilha principal.	-20.382083	-45.651167	-45.651167	-20.382083			650	700									<nO>Herbácea. Base da corola branca roxa no ápice.</nO>																					
2024-05-29T12:22:02	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	90100	Plantae	Dicotyledon			Amaranthaceae	Pfaffia			Pfaffia			2004	05	08	Melo, PHA de; Mota, RC da; Santos, GP; Santos, FMG	1204								Southern America	Pains	Fazenda Amargoso, MG-439, km 16.	-20.381056	-45.65125	-45.65125	-20.381056			670	670									<nO>Herbácea escandente, flores amarelo-claro.; Borda de mata calcária.</nO>	BHCB054969																				
2021-10-06T18:21:13	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	81993	Plantae	Dicotyledon			Phyllanthaceae	Phyllanthus			Phyllanthus			2003	04	15	Melo, PHA de; Bezerra, FV	559								Southern America	Pains	Fazenda Amargoso, MG-439, Km 16.	-20.387222	-45.649722	-45.649722	-20.387222			750	810									<nO>Arbusto, 0,5m alt, rupestre. Flor creme.; Sobre afloramento calcário.</nO>	BHCB058783																				
2023-01-13T17:23:09	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	93947	Plantae	Dicotyledon			Piperaceae	Piper	ovatum		Piper ovatum	Vahl		2003	12	08	Melo, PHA de; Santos, GP	1013								Southern America	Pains	Fazenda Amargoso, MG-439 km 16.	-20.384917	-46.649361	-46.649361	-20.384917			650	700									<nO>Arbusto. Inflorescência verde.; Interior de mata calcária.</nO>	BHCB052544																				
2023-04-04T17:53:39	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	78546	Plantae	Dicotyledon			Piperaceae	Piper	umbellatum		Piper umbellatum	L.		2003	12	30	Melo, PHA de	280					2020	01		Southern America	Pains	Fazenda Amargoso, MG-439, Km 16.	-20.387222	-45.649722	-45.649722	-20.387222			0	0									<nO>Arbusto, 2m. Terrestre. Espiga branca.; Mata na base de afloramento calcáreo.</nO>	BHCB054633																				
2020-12-11T11:36:22	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	88411	Plantae	Dicotyledon			Fabaceae	Platypodium	elegans		Platypodium elegans	Vogel		2004	12	29	Melo, PHA de	1182					2004	08		Southern America	Pains	Fazenda Amargoso, MG439, Km16	-20.381	-45.651222	-45.651222	-20.381			0	0									<nO>Árborea, frutos imaturos verdes; Borda de mata seca</nO>	BHCB044116																				
2024-05-29T12:22:58	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	90102	Plantae	Dicotyledon			Apocynaceae	Prestonia	coalita		Prestonia coalita	(Vell.) Woodson		2004	07	29	Melo, PHA de	1231					2005	10		Southern America	Pains	Fazenda Amargoso, MG 439, Km 16.	-20.387222	-45.649722	-45.649722	-20.387222			670	670									<nO>trepadeira na borda de mata calcária com frutos verdes. látex leitoso</nO>																					
2020-12-11T11:41:16	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	147258	Plantae	Dicotyledon			Salicaceae	Prockia	crucis		Prockia crucis	P.Browne ex L.		2008	11	28	Mansur, T	16								Southern America	Pains		-20.619167	-45.994722	-45.994722	-20.619167			0	0									<nO>Floresta estacional decidual</nO>	BHCB020178																				
2023-12-21T18:40:25	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	88427	Plantae	Monocotyledon			Marantaceae	Maranta			Maranta			2003	12	31	Melo, PHA de; Valente	1027					2023	12		Southern America	Pains	Fazenda Faroeste, margem esquerda do rio São Miguel	-20.263722	-45.670444	-45.670444	-20.263722			680	680									<nO>Herbácea, flor branca; Sub-bosque de mata seca, no alto de afloramento calcário</nO>	BHCB066562																				
2023-12-21T18:40:25	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	88428	Plantae	Monocotyledon			Marantaceae	Maranta			Maranta			2004	02	16	Melo, PHA de	1098					2023	12		Southern America	Pains	Fazenda Amargoso, MG439 Km 16, divisa com FranciscoGonçalves Costa	-20.382861	-45.6495	-45.6495	-20.382861			700	700									<nO>Erva, flores brancas; Subbosque de mata seca entre rochas calcárias</nO>	BHCB066564																				
2020-12-11T11:36:55	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	82000	Plantae	Dicotyledon			Lamiaceae	Mesosphaerum	suaveolens		Mesosphaerum suaveolens	(L.) Kuntze		2003	04	16	Melo, PHA de	582					2017	06		Southern America	Pains	Fazenda Amargoso, MG439, Km 16	-20.387222	-45.649722	-45.649722	-20.387222			750	810									<nO>Herbácea, terrestre, flor lilás azulada.; Borda de mata calcárea</nO>	BHCB041541																				
2024-05-29T12:25:03	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	85641	Plantae	Dicotyledon			Asteraceae	Mikania	salviifolia		Mikania salviifolia	Gardner		2003	08	09	Melo, PHA de	787					2013	04		Southern America	Pains	Fazenda Amargoso., MG 439 Km 16.	-20.393056	-45.646389	-45.646389	-20.393056			750	750									<nO>Trepadeira, sobre rochas calcárias, flores brancas.</nO>	BHCB006700																				
2024-05-29T12:22:07	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	94044	Plantae	Dicotyledon			Anacardiaceae	Myracrodruon	urundeuva		Myracrodruon urundeuva	Allemão		2003	09	09	Melo, PHA de	831					2012	11	26	Southern America	Pains	Fazenda Amargoso, MG-439, Km 16.	-20.387222	-45.649722	-45.649722	-20.387222			750	750									<nO>Arbórea 5m. Frutos imaturos verdes.; Na borda de mata seca.</nO>	BHCB004736																				
2022-09-19T19:48:39	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	78634	Plantae	Dicotyledon			Fabaceae	Swartzia			Swartzia			2003	01	31	Melo, PHA de; Lombardi, JA	368								Southern America	Pains	Fazenda Amargoso., MG-439, Km 16.	-20.387222	-45.649722	-45.649722	-20.387222			0	0									<nO>Arbórea, 4m. Terrestre. Frutos imaturos verdes.; Borda de mata relacionada a afloramento calcáreo.</nO>	BHCB050716																				
2023-05-12T19:05:27	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	78556	Plantae	Dicotyledon			Talinaceae	Talinum	patens		Talinum patens	Juss		2003	12	30	Melo, PHA de	290					2005	04		Southern America	Pains	Fazenda Amargoso., MG-439, Km 16.	-20.387222	-45.649722	-45.649722	-20.387222			0	0									<nO>Herbácea. Terrestre. Frutos imaturos vermelhos.; Mata sobre afloramento calcário</nO>	BHCB064951																				
2020-12-11T11:34:40	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	90109	Plantae	Dicotyledon			Combretaceae	Terminalia	glabrescens		Terminalia glabrescens	Mart.		2004	07	29	Melo, PHA de	1235					2004	10	15	Southern America	Pains	Fazenda Amargoso, MG 439 km 16.	-20.380856	-45.651125	-45.651125	-20.380856			670	670									<nO>Árbórea, inflorescência verde, látex leitoso; Sobre afloramento calcário</nO>	BHCB039245																				
2024-03-19T20:50:21	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	93993	Plantae	Dicotyledon			Heliotropiaceae	Tournefortia	paniculata		Tournefortia paniculata	Cham.		2003	03	06	Melo, PHA de	437					2005	11		Southern America	Pains	Fazenda Amargoso, MG-439 Km 16.	-20.387222	-45.649722	-45.649722	-20.387222			0	0									<nO>Trepadeira, rupestre, frutos imaturos laranja.; Borda de afloramento calcário.</nO>	BHCB051178																				
2020-12-11T11:35:31	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	81989	Plantae	Dicotyledon			Euphorbiaceae	Tragia	volubilis		Tragia volubilis	L.		2003	04	15	Melo, PHA de; Bezerra	555					2004	11	08	Southern America	Pains	Fazenda Amargoso, MG 439 km 16.	-20.387222	-45.649722	-45.649722	-20.387222			750	810									<nO>Trepadeira, rupestre, inflorescência verde; Sobre afloramento calcáreo</nO>	BHCB043543																				
2021-12-07T19:57:54	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	82002	Plantae	Dicotyledon			Euphorbiaceae	Tragia	volubilis		Tragia volubilis	L.		2003	04	16	Melo, PHA de	586					2004	11		Southern America	Pains	Fazenda Amargoso, MG-439, Km 16.	-20.387222	-45.649722	-45.649722	-20.387222			750	810									<nO>Trepadeira, terrestre. Frutos imaturos verdes com base vermelha.; Borda de mata calcária.</nO>	BHCB059145																				
2021-12-07T19:57:54	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	88398	Plantae	Dicotyledon			Euphorbiaceae	Tragia	volubilis		Tragia volubilis	L.		2004	04	08	Melo, PHA de	1129					2004	06		Southern America	Pains	Fazenda Amargoso, MG-439, Km 16.	-20.381	-45.651222	-45.651222	-20.381			700	750									<nO>Arbusto. Frutos imaturos verdes urticantes.; No interior da mata seca sobre afloramento calcário.</nO>	BHCB059146																				
2022-06-03T18:06:25	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	81588	Plantae	Dicotyledon			Euphorbiaceae	Acalypha	gracilis		Acalypha gracilis	Spreng.		2003	03	06	Melo, PHA de	431					2004	03		Southern America	Pains	Fazenda Amargoso, MG-439 Km 16.	0	0	-45.6614	-20.3706	18263		0	0									<nO>Herbácea, rupestre. Inflorescência verde.; Trilha entre fragmentos de mata</nO>	BHCB039726																				
2023-06-13T20:25:40	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	78280	Plantae	Monocotyledon			Bromeliaceae	Aechmea	distichantha		Aechmea distichantha	Lem.		2002	08	08	Melo, PHA de; Viana, PL	10								Southern America	Pains	Fazenda Massambará.	0	0	-45.6614	-20.3706	18263		0	0									<nO>Sobre afloramento calcáreo. Herbácea. Rupícula. Inflorescência vermelha.</nO>																					
2024-05-29T12:21:41	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	93991	Plantae	Dicotyledon			Acanthaceae	Geissomeria	schottiana		Geissomeria schottiana	Nees		2004	04	08	Melo, PHA de; Leite, FSF; Leal, CG	1137					2005	06		Southern America	Pains	Fazenda Amargoso, MG-439 km 16.	-20.381	-45.651222	-45.651222	-20.381			700	750									<nO>Arbusto, flores vermelhas com linhas amarelas na face interna da corola.; Sub-bosque de mata seca sobre afloramento calcário.</nO>	BHCB053115																				
2023-12-21T18:40:25	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	93960	Plantae	Monocotyledon			Marantaceae	Goeppertia	eichleri		Goeppertia eichleri	(Petersen) Borchs. & S.Suárez		2005	02	27	Melo, PHA de; EPA (Espeleogrupo Pains)	1309					2023	12		Southern America	Pains	Fronteira entre os municípios Pains e Formiga, região das nascentes do rio São Miguel	-20.456194	-45.654222	-45.654222	-20.456194			700	700									<nO>Erva, inflorescência esverdeada; Sub-bosque de mata, sobre afloramento calcário</nO>	BHCB066565																				
2023-12-21T18:40:25	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	81651	Plantae	Monocotyledon			Marantaceae	Goeppertia	sellowii		Goeppertia sellowii	(Körn.) Borchs. & S.Suárez		2003	03	08	Melo, PHA de	477					2023	12		Southern America	Pains	Fazenda Faroeste, margem direita do rio São Miguel	-20.256389	-45.669167	-45.669167	-20.256389			700	700									<nO>Herbácea, terrestre, inflorescência amarela; Borda de afloramento calcáreo</nO>	BHCB066563																				
2020-12-11T11:37:38	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	88422	Plantae	Dicotyledon			Malpighiaceae	Hiraea			Hiraea			2003	12	08	Melo, PHA de; Santos, GP	1001								Southern America	Pains	Fazenda Amargoso, MG439, KM16	-20.384917	-45.649361	-45.649361	-20.384917			650	700									<nO>Trepsdeira na entrada norte da trilha principal, frutos imaturos com alas amareladas</nO>	BHCB048292																				
2020-12-11T11:34:45	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	81979	Plantae	Dicotyledon			Convolvulaceae	Ipomoea	hederifolia		Ipomoea hederifolia	L.		2003	04	15	Melo, PHA de	567					2016	12		Southern America	Pains		-20.619167	-45.994722	-45.994722	-20.619167			750	810									<nO>Borda de mata calcária, trepadeira, terrestre, corola vermelha.</nO>	BHCB039716																				
2020-12-11T11:34:45	PreservedSpecimen	Brasil	Minas Gerais	UFMG	BHCB	81984	Plantae	Dicotyledon			Convolvulaceae	Ipomoea	hederifolia		Ipomoea hederifolia	L.		2003	04	15	Melo, PHA de; Bezerra, FV	566					2016	12		Southern America	Pains	Fazenda Amargoso, MG 439 km 16.	-20.387222	-45.649722	-45.649722	-20.387222			750	810									<nO>Trepadeira, terrestre, corola laranja; Borda de mata calcárea</nO>	BHCB039717																				
