"type"|"right"|"occurrenceID_GBIF"|"rightsHolder"|"modified"|"institutionCode"|"collectionCode"|"catalogNumber"|"recordNumber"|"recordedBy"|"eventDate"|"year"|"month"|"day"|"occurrenceRemarks"|"fieldNotes"|"country"|"stateProvince"|"municipality"|"locality"|"minimumElevationInMeters"|"maximumElevationInMeters"|"verbatimLatitude"|"verbatimLongitude"|"decimalLatitude"|"decimalLongitude"|"identifiedBy"|"dateIdentified"|"identificationRemarks"|"identificationQualifier"|"typeStatus"|"scientifname"|"family"|"genus"|"specificEpithet"|"infraspecificEpithet"|"taxonRank"|"scientificNameAuthorship"|"Clado"|"fieldnumber"|"kingdom"|"phylum"|"otherCatalogNumbers"
"Collection"|"Creative Commons"|"urn:catalog:FCAB:6991"|"FCAB"|"2023-10-26"|"FCAB"|"FCAB"|"FCAB006991"|"415"|"P.H.A. Melo"|"2003-3-6"|"2003"|"3"|"6"|""|""|"Brasil"|"Minas Gerais"|"Pains"|"MG 439 Km 16."|""|""|""|""|""|""|""|""|""|""|""|"Alternanthera"|"AMARANTHACEAE"|"Alternanthera"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"FCAB 6991"
"Collection"|"Creative Commons"|"urn:catalog:UNOP:5941"|"UNOP"|"2021-03-16"|"UNOP"|"UNOP"|"UNOP005941"|"1020"|"Melo, P.H.A."|"2004-4-0"|"2004"|"4"|"0"|"no alto de afloramento calcário, flores amarelo-claro, frutos imaturos verdes."|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Fricom, Belo Vale."|"750"|""|""|""|"-20.3536111"|"-45.5572222"|"Stehmann, J.R."|"4/2004"|""|""|""|"Solandra grandiflora Sw."|"SOLANACEAE"|"Solandra"|"grandiflora"|""|"specie"|"Sw."|"Angiospermas"|""|"Plantae"|""|"UNOP 5941"
"Collection"|"Creative Commons"|"urn:catalog:FCAB:6988"|"FCAB"|"2023-10-26"|"FCAB"|"FCAB"|"FCAB006988"|"780"|"P.H.A. Melo"|"2003-8-9"|"2003"|"8"|"9"|""|""|"Brasil"|"Minas Gerais"|"Pains"|"MG 439 KM 16."|"750"|""|""|""|""|""|"J.C. Siqueira"|""|""|""|""|"Pfaffia"|"AMARANTHACEAE"|"Pfaffia"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"FCAB 6988"
"Collection"|"Creative Commons"|"urn:catalog:FCAB:7008"|"FCAB"|"2023-10-26"|"FCAB"|"FCAB"|"FCAB007008"|"643"|"P.H. Melo"|"2003-5-25"|"2003"|"5"|"25"|""|""|"Brasil"|"Minas Gerais"|"Pains"|"MG Km 16."|"750"|""|""|""|""|""|"J.C. Siqueira"|""|""|""|""|"Chamissoa altissima (Jacq.) Kunth"|"AMARANTHACEAE"|"Chamissoa"|"altissima"|""|"specie"|"(Jacq.) Kunth"|"Angiospermas"|""|"Plantae"|""|"FCAB 7008"
"Collection"|"Creative Commons"|"urn:catalog:FCAB:6992"|"FCAB"|"2023-10-26"|"FCAB"|"FCAB"|"FCAB006992"|"885"|"P.H.A. Melo"|"2003-9-15"|"2003"|"9"|"15"|""|""|"Brasil"|"Minas Gerais"|"Pains"|""|"750"|""|""|""|""|""|"J.C. Siqueira"|""|""|""|""|"Alternanthera"|"AMARANTHACEAE"|"Alternanthera"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"FCAB 6992"
"Collection"|"Creative Commons"|"urn:catalog:FCAB:6993"|"FCAB"|"2023-10-26"|"FCAB"|"FCAB"|"FCAB006993"|"361"|"P.H.A. Melo"|"2003-1-31"|"2003"|"1"|"31"|""|""|"Brasil"|"Minas Gerais"|"Pains"|"MG 439 Km 16."|""|""|""|""|""|""|"J.C. Siqueira"|"2004"|""|""|""|"Chamissoa acuminata Mart."|"AMARANTHACEAE"|"Chamissoa"|"acuminata"|""|"specie"|"Mart."|"Angiospermas"|""|"Plantae"|""|"FCAB 6993"
"Collection"|"Creative Commons"|"urn:catalog:RB:421513"|"RB"|"2017-10-19"|"RB"|"RB"|"RB00421513"|"215"|"R. A. X. Borges"|"2006-7-11"|"2006"|"7"|"11"|"Arbusto, 1,5 m, folhas levem discolores, cálice verde, corola amarela, estames e estiletes amarelos"|""|"Brasil"|"Minas Gerais"|"Pains"|"Mineração Vale do São Miguel."|"629 m"|""|""|""|"-20.3711111"|"-45.6691667"|"M. G. Bovini"|"8/2006"|""|""|""|"Malvastrum americanum (L.) Torr."|"MALVACEAE"|"Malvastrum"|"americanum"|""|"specie"|"(L.) Torr."|"Angiospermas"|""|"Plantae"|""|"RB 427350"
"Collection"|"Creative Commons"|"urn:catalog:FCAB:6995"|"FCAB"|"2024-10-02"|"FCAB"|"FCAB"|"FCAB006995"|"1128"|"P.H.A. Melo"|"2004-4-8"|"2004"|"4"|"8"|"Flor branca"|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso, MG 439 Km 16."|"700"|"750"|""|""|"-20.3808334"|"-45.6511111"|"J.C. Siqueira"|"2004"|""|""|""|"Alternanthera brasiliana (L.) Kuntze"|"AMARANTHACEAE"|"Alternanthera"|"brasiliana"|""|"specie"|"(L.) Kuntze"|"Angiospermas"|""|"Plantae"|""|"FCAB 6995"
"Collection"|"Creative Commons"|"urn:catalog:HSTM:12060"|"HSTM"|"2020-01-28"|"HSTM"|"HSTM"|"HSTM012060"|"2429"|"Melo, P. H. A."|"2006-11-25"|"2006"|"11"|"25"|"Arbusto, terrícola, margem de curso d´água , flor rosa. Prensada em alcool 70% amostra preservada em sílica."|""|"Brasil"|"Minas Gerais"|"Pains"|"Nascente do Rio São Miguel, região do Onça."|"2429"|""|""|""|"-20.4311111"|"-45.6188889"|""|""|""|""|""|"Cestrum"|"SOLANACEAE"|"Cestrum"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"HSTM 12060"
"Collection"|"Creative Commons"|"urn:catalog:RB:1416404"|"RB"|"2023-03-16"|"RB"|"RB"|"RB01416404"|"4410"|"M.G.Bovini"|"2018-5-21"|"2018"|"5"|"21"|"Escandente, semi-heliófila com espinhos. Folhas membranáceas, concolores. Frutos imaturos verdes."|""|"Brasil"|"Minas Gerais"|"Pains"|"Estrada de chão para Pains, próximo ao rio São Miguel. 660m"|""|""|""|""|"-20.2608333"|"-45.6686111"|"C. Farney"|"3/2023"|""|""|""|"Pisonia aculeata L."|"NYCTAGINACEAE"|"Pisonia"|"aculeata"|""|"specie"|"L."|"Angiospermas"|""|"Plantae"|""|"RB 791990"
"Collection"|"Creative Commons"|"urn:catalog:BHCB:1122709"|"BHCB"|"2019-06-12"|"BHCB"|"BHCB"|"BHCB01122709"|"1339"|"Melo, P.H.A."|"2005-5-19"|"2005"|"5"|"19"|"Erva crescendo e, fendas em rocha calcária, interior de mata."|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Timburé."|"0"|"0"|""|""|"-20.4061111"|"-46.0936111"|"Salino, A"|"2005"|""|""|""|"Hemionitis tomentosa (Lam.) Raddi"|"PTERIDACEAE"|"Hemionitis"|"tomentosa"|""|"specie"|"(Lam.) Raddi"|"Samambaias e Licófitas"|""|"Plantae"|""|"BHCB 94817"
"Collection"|"Creative Commons"|"urn:catalog:RB:1416432"|"RB"|"2019-08-22"|"RB"|"RB"|"RB01416432"|"4412"|"M.G.Bovini"|"2018-5-22"|"2018"|"5"|"22"|"Arvoreta ciófila, ca. 3m. Folhas membranáceas, levemente bicolores. Frutos imaturos verdes. Poucas no local."|""|"Brasil"|"Minas Gerais"|"Iguatama"|"próximo a fazenda Faroeste, estrada de chão para Pains. Área de mineração. 677m"|""|""|""|""|"-20.3422222"|"-45.6663889"|""|""|""|""|""|"Randia"|"RUBIACEAE"|"Randia"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 792017"
"Collection"|"Creative Commons"|"urn:catalog:UPCB:53080"|"UPCB"|"2022-12-13"|"UPCB"|"UPCB"|"UPCB0053080"|"90"|"Valente, B."|"2018-5-21"|"2018"|"5"|"21"|"Arvoreta. Heliófila. Folhas verdes discolores, flores com corola, anteras e estigma lilás. Beira de estrada de terra."|""|"Brasil"|"Minas Gerais"|"Iguatama"|"Estrada Calciolândia x Pains."|"645"|""|""|""|"-20.2647222"|"-45.6691667"|"Meyer, F.S."|"30/9/2022"|""|""|""|"Pleroma stenocarpum (Schrank et Mart. ex DC.) Triana"|"MELASTOMATACEAE"|"Pleroma"|"stenocarpum"|""|"specie"|"(Schrank et Mart. ex DC.) Triana"|"Angiospermas"|""|"Plantae"|""|"UPCB 103284"
"Collection"|"Creative Commons"|"urn:catalog:BHCB:1112210"|"BHCB"|"2019-06-12"|"BHCB"|"BHCB"|"BHCB01112210"|"1340"|"Melo, P.H.A."|"2005-5-19"|"2005"|"5"|"19"|"Erva epífita, crescendo no interior de mata calcária."|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Timburé, área de mineração da empresa CastroCal."|"0"|"0"|""|""|"-20.4061111"|"-45.6536111"|"Almeida, TE"|"5/2013"|""|""|""|"Microgramma lindbergii (Mett.) de la Sota"|"POLYPODIACEAE"|"Microgramma"|"lindbergii"|""|"specie"|"(Mett.) de la Sota"|"Samambaias e Licófitas"|""|"Plantae"|""|"BHCB 94810"
"Collection"|"Creative Commons"|"urn:catalog:BHCB:1115467"|"BHCB"|"2019-06-12"|"BHCB"|"BHCB"|"BHCB01115467"|"268"|"Melo, P.H.A."|"2002-12-30"|"2002"|"12"|"30"|"Herbácea, epífita, sobre afloramento calcáreo."|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso."|"0"|"0"|""|""|""|""|"Salino, A"|""|""|""|""|"Asplenium cristatum Lam."|"ASPLENIACEAE"|"Asplenium"|"cristatum"|""|"specie"|"Lam."|"Samambaias e Licófitas"|""|"Plantae"|""|"BHCB 78534"
"Collection"|"Creative Commons"|"urn:catalog:BHCB:1125884"|"BHCB"|"2019-06-12"|"BHCB"|"BHCB"|"BHCB01125884"|"1110"|"Melo, P.H.A."|"2004-2-29"|"2004"|"2"|"29"|"Erva terrestre. No barranco do córrego que corre no quintal do Sr. Chiquito e D. Naná."|""|"Brasil"|"Minas Gerais"|"Pains"|"Sítio do Sr. Chiquito e D. Naná. Mato das Frutas, 7 km da Vila Costina."|"750"|"0"|""|""|"-20.3513889"|"-45.7850000"|""|""|""|""|""|"Christella dentata (Forssk.) Brownsey & Jermy"|"THELYPTERIDACEAE"|"Christella"|"dentata"|""|"specie"|"(Forssk.) Brownsey & Jermy"|"Samambaias e Licófitas"|""|"Plantae"|""|"BHCB 94787"
"Collection"|"Creative Commons"|"urn:catalog:UPCB:11891"|"UPCB"|"2024-03-06"|"UPCB"|"UPCB"|"UPCB0011891"|"1104"|"Melo, P.H.A."|"2004-2-29"|"2004"|"2"|"29"|"Arbusto, flor branca, fruto imaturo verde e maduro atropurpúreo, barranco da estrada."|""|"Brasil"|"Minas Gerais"|"Pains"|"Mato das Frutas."|"700"|"750"|""|""|"-20.3513889"|"-45.7850000"|""|"9/2023"|""|""|""|"Miconia crenata (Vahl.) Michelang."|"MELASTOMATACEAE"|"Miconia"|"crenata"|""|"specie"|"(Vahl.) Michelang."|"Angiospermas"|""|"Plantae"|""|"UPCB 51172"
"Collection"|"Creative Commons"|"urn:catalog:UPCB:22176"|"UPCB"|"2022-02-14"|"UPCB"|"UPCB"|"UPCB0022176"|"1239"|"Melo, P.H.A."|"2004-7-29"|"2004"|"7"|"29"|"Trepadeira, flor esverdeada, crescendo sobre afloramento calcário lavrado e abandonado."|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso."|""|""|""|""|""|""|"Imig, D.C;"|"12/5/2017"|""|""|""|"Passiflora silvestris Vell."|"PASSIFLORACEAE"|"Passiflora"|"silvestris"|""|"specie"|"Vell."|"Angiospermas"|""|"Plantae"|""|"UPCB 51896"
"Collection"|"Creative Commons"|"urn:catalog:BHCB:1107791"|"BHCB"|"2019-06-12"|"BHCB"|"BHCB"|"BHCB01107791"|"1264"|"Melo, P.H.A."|"2005-1-25"|"2005"|"1"|"25"|"Erva Terrestre, crescendo no subosque de mata calcária"|""|"Brasil"|"Minas Gerais"|"Pains"|"Fronteira entre os municípios de Pains e Formiga - Região das Nascentes do Rio São Miguel."|"800"|"0"|""|""|"-20.4561111"|"-45.6541667"|"Salino, A"|"2005"|""|""|""|"Anemia phyllitidis (L.) Sw."|"ANEMIACEAE"|"Anemia"|"phyllitidis"|""|"specie"|"(L.) Sw."|"Samambaias e Licófitas"|""|"Plantae"|""|"BHCB 94819"
"Collection"|"Creative Commons"|"urn:catalog:BHCB:1111890"|"BHCB"|"2019-06-12"|"BHCB"|"BHCB"|"BHCB01111890"|"1338"|"Melo, P.H.A."|"2005-5-19"|"2005"|"5"|"19"|"Erva crescendo em fendas na encsota calcária, interior de mata."|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Timburé, área de mineração da empresa CastroCal."|"0"|"0"|""|""|"-20.4061111"|"-45.6536111"|"Dittrich, VAO"|"11/2007"|""|""|""|"Campyloneurum rigidum Sm."|"POLYPODIACEAE"|"Campyloneurum"|"rigidum"|""|"specie"|"Sm."|"Samambaias e Licófitas"|""|"Plantae"|""|"BHCB 94808"
"Collection"|"Creative Commons"|"urn:catalog:BHCB:1115283"|"BHCB"|"2019-06-12"|"BHCB"|"BHCB"|"BHCB01115283"|"270"|"Melo, P.H.A."|"2002-12-30"|"2002"|"12"|"30"|"Herbácea, rupestre, sobre afloramento calcáreo."|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso."|"0"|"0"|""|""|""|""|"Salino, A"|"2006"|""|""|""|"Asplenium auritum Sw."|"ASPLENIACEAE"|"Asplenium"|"auritum"|""|"specie"|"Sw."|"Samambaias e Licófitas"|""|"Plantae"|""|"BHCB 78536"
"Collection"|"Creative Commons"|"urn:catalog:BHCB:1115284"|"BHCB"|"2019-06-12"|"BHCB"|"BHCB"|"BHCB01115284"|"271"|"Melo, P.H.A."|"2002-12-30"|"2002"|"12"|"30"|"Herbácea, rupestre, sobre afloramento calcáreo."|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso."|"0"|"0"|""|""|""|""|""|""|""|""|""|"Hemionitis tomentosa (Lam.) Raddi"|"PTERIDACEAE"|"Hemionitis"|"tomentosa"|""|"specie"|"(Lam.) Raddi"|"Samambaias e Licófitas"|""|"Plantae"|""|"BHCB 78537"
"Collection"|"Creative Commons"|"urn:catalog:BHCB:1118103"|"BHCB"|"2019-06-12"|"BHCB"|"BHCB"|"BHCB01118103"|"1263"|"Melo, P.H.A."|"2005-1-25"|"2005"|"1"|"25"|"Erva terrestre, crescendo no sub-bosque de mata calcária."|""|"Brasil"|"Minas Gerais"|"Pains"|"Fronteira entre os municípios de Pains e Formiga."|"800"|"0"|""|""|"-20.4561111"|"-45.6541667"|"Salino, A"|"6/2006"|""|""|""|"Christella dentata (Forssk.) Brownsey & Jermy"|"THELYPTERIDACEAE"|"Christella"|"dentata"|""|"specie"|"(Forssk.) Brownsey & Jermy"|"Samambaias e Licófitas"|""|"Plantae"|""|"BHCB 94821"
"Collection"|"Creative Commons"|"urn:catalog:BHCB:1121244"|"BHCB"|"2019-06-12"|"BHCB"|"BHCB"|"BHCB01121244"|"1363"|"Melo, P.H.A."|"2005-5-28"|"2005"|"5"|"28"|"Erva crescendo em paredão calcário."|""|"Brasil"|"Minas Gerais"|"Pains"|"Corumbá."|"0"|"0"|""|""|"-20.3488889"|"-45.6363889"|"Salino, A"|"2005"|""|""|""|"Adiantopsis perfasciculata Sehnem"|"PTERIDACEAE"|"Adiantopsis"|"perfasciculata"|""|"specie"|"Sehnem"|"Samambaias e Licófitas"|""|"Plantae"|""|"BHCB 94812"
"Collection"|"Creative Commons"|"urn:catalog:MBM:328371"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM328371"|"1091"|"Melo, PHA"|"2004-2-16"|"2004"|"2"|"16"|"Arbórea na borda de mata seca, frutos imaturos verdes"|""|"Brazil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso MG 439 km 16, divisa com Francisco Gonçalves Costa."|""|""|""|""|""|""|"Filardi, FLR"|"12/2009"|""|""|""|"Machaerium villosum Vogel"|"FABACEAE"|"Machaerium"|"villosum"|""|"specie"|"Vogel"|"Angiospermas"|""|"Plantae"|""|"MBM 328371"
"Collection"|"Creative Commons"|"urn:catalog:MBM:295643"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM295643"|"421"|"Melo, PHA"|"2003-3-6"|"2003"|"3"|"6"|"Herbácea, terrestre, inflorescência rosa."|""|"Brazil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso, MG 439 km 16."|""|""|""|""|""|""|"Lombardi, JA"|"4/2003"|""|""|""|"Justicia allocota Leonard"|"ACANTHACEAE"|"Justicia"|"allocota"|""|"specie"|"Leonard"|"Angiospermas"|""|"Plantae"|""|"MBM 295643"
"Collection"|"Creative Commons"|"urn:catalog:MBM:295674"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM295674"|"561"|"Melo, PHA"|"2003-4-15"|"2003"|"4"|"15"|""|""|"Brazil"|"Minas Gerais"|"Pains"|"Fazenda Araras."|""|""|""|""|""|""|"Sobral, M"|""|""|""|""|"Eugenia repanda O.Berg"|"MYRTACEAE"|"Eugenia"|"repanda"|""|"specie"|"O.Berg"|"Angiospermas"|""|"Plantae"|""|"MBM 295674"
"Collection"|"Creative Commons"|"urn:catalog:MBM:328372"|"MBM"|"2023-10-16"|"MBM"|"MBM"|"MBM328372"|"1182"|"Melo, PHA"|"2004-12-29"|"2004"|"12"|"29"|"Arbórea, frutos imaturos verdes."|""|"Brazil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso."|"700"|"750"|""|""|""|""|"Cordeiro, J"|"2016"|""|""|""|"Platypodium elegans Vogel"|"FABACEAE"|"Platypodium"|"elegans"|""|"specie"|"Vogel"|"Angiospermas"|""|"Plantae"|""|"MBM 328372"
"Collection"|"Creative Commons"|"urn:catalog:MBM:436489"|"MBM"|"2023-08-30"|"MBM"|"MBM"|"MBM436489"|"156"|"Borges, RAX"|"2006-7-12"|"2006"|"7"|"12"|"Liana escandente, folhas discolores, face abaxial alva, árvore de 12 m de altura, folhas concolores e frutos verdes."|""|"Brazil"|"Minas Gerais"|"Pains"|"Mineração Vele do São Francisco, Região cásica, encosta de maciços calcáreos com pquenos afloramentos."|"613"|""|""|""|""|""|"Simão-Bianchini, R"|"6/8/2021"|""|""|""|"Ipomoea sidifolia Choisy"|"CONVOLVULACEAE"|"Ipomoea"|"sidifolia"|""|"specie"|"Choisy"|"Angiospermas"|""|"Plantae"|""|"MBM 436489"
"Collection"|"Creative Commons"|"urn:catalog:MBM:351034"|"MBM"|"2023-09-29"|"MBM"|"MBM"|"MBM351034"|"206"|"Borges, RAX"|"2006-7-11"|"2006"|"7"|"11"|"Arbusto 1,5 m. cálice verde, corola vermelha, filetes brancos, anteras castanhas e frutos nigrescentes."|""|"Brazil"|"Minas Gerais"|"Pains"|"Mineração Vale São Miguel."|""|""|""|""|""|""|"Profice, SR"|"2008"|""|""|""|"Justicia brasiliana Roth"|"ACANTHACEAE"|"Justicia"|"brasiliana"|""|"specie"|"Roth"|"Angiospermas"|""|"Plantae"|""|"MBM 351034"
"Collection"|"Creative Commons"|"urn:catalog:RFA:51266"|"RFA"|"2022-01-14"|"RFA"|"RFA"|"RFA51266"|"5"|"P.H.A. Melo"|"2002-8-8"|"2002"|"8"|"8"|"Herbácea. Rupícola. Flor amarela"|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Massambará"|""|""|""|""|""|""|"L.M. Versieux"|"16/6/2004"|""|""|""|"Tillandsia loliacea Mart. ex Schult. & Schult.f."|"BROMELIACEAE"|"Tillandsia"|"loliacea"|""|"specie"|"Mart. ex Schult. & Schult.f."|"Angiospermas"|""|"Plantae"|""|"RFA 28632"
"Collection"|"Creative Commons"|"urn:catalog:RFA:52383"|"RFA"|"2019-07-19"|"RFA"|"RFA"|"RFA52383"|"484"|"P. H. A. Melo"|"2003-3-22"|"2003"|"3"|"22"|"Sobre afloramento calcáreo, herbácea, epífita, inflorescência amarela"|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso, MG 439 km 16"|""|""|""|""|"-20.3872222"|"-45.6497222"|"L. M. Versieux (26)"|"1/2004"|""|""|""|"Acanthostachys strobilacea (Schult. & Schult.f.) Klotzsch"|"BROMELIACEAE"|"Acanthostachys"|"strobilacea"|""|"specie"|"(Schult. & Schult.f.) Klotzsch"|"Angiospermas"|""|"Plantae"|""|"RFA 28607"
"Collection"|"Creative Commons"|"urn:catalog:CAP:8945"|"CAP"|"2023-11-24"|"CAP"|"CAP"|"CAP008945"|"4405"|"M.G. Bovini"|"2018-5-21"|"2018"|"5"|"21"|"Árvore ca. 5m, muito frequente no local, heliófila. Folhas cartáceas, bicolores. Frutos imaturos verdes pilosos e maduros pardacentos. Material em sílica."|""|"Brasil"|"Minas Gerais"|"Pains"|"Calciolândia, acompanhando a linha do trem, próximo a margem do rio São Miguel. Área de extração de calcário. 652m."|""|""|""|""|"-20.2380555"|"-45.6641667"|""|""|""|""|""|"Luehea"|"MALVACEAE"|"Luehea"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"CAP 8945"
"Collection"|"Creative Commons"|"urn:catalog:VIES:46073"|"VIES"|"2020-01-07"|"VIES"|"VIES"|"VIES046073"|"4405"|"Bovini, M.G."|"2018-5-21"|"2018"|"5"|"21"|"Árvore ca. 5m, muito frequente no local, heliófila. Folhas cartáceas, bicolores. Frutos imaturos verdes pilosos e maduros pardacentos. Material em sílica."|""|"Brasil"|"Minas Gerais"|"Pains"|"Calciolândia, acompanhando a linha do trem, próximo a margem do rio São Miguel. Área de extração de calcário. 652m."|""|""|""|""|"-20.2380555"|"-45.6641667"|""|""|""|""|""|"Luehea"|"MALVACEAE"|"Luehea"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"VIES 46073"
"Collection"|"Creative Commons"|"urn:catalog:IBGE:59796"|"IBGE"|"2023-05-18"|"IBGE"|"IBGE"|"IBGE00059796"|"276"|"Melo, PHA"|"2003-12-30"|"2003"|"12"|"30"|"Herbácea. Terrestre.  Espiga  verde-creme.  "|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso, MG 439 Km 16."|"464"|""|""|""|"-20.3872222"|"-45.6497222"|""|""|""|""|""|"Olyra"|"POACEAE"|"Olyra"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"IBGE 59796"
"Collection"|"Creative Commons"|"urn:catalog:IBGE:59798"|"IBGE"|"2024-10-22"|"IBGE"|"IBGE"|"IBGE00059798"|"24"|"Melo, PHA"|"2002-8-8"|"2002"|"8"|"8"|"Herbácea."|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Massambará."|"464"|""|""|""|"-20.3833333"|"-45.6333333"|""|""|""|""|""|"Echinochloa"|"POACEAE"|"Echinochloa"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"IBGE 59798"
"Collection"|"Creative Commons"|"urn:catalog:RB:1415971"|"RB"|"2021-10-28"|"RB"|"RB"|"RB01415971"|"4406"|"M.G. Bovini"|"2018-5-21"|"2018"|"5"|"21"|"Arbusto escandente, heliófilo. Folhas membranáceas, concolores. Inflorescência amarela"|""|"Brasil"|"Minas Gerais"|"Pains"|"Calciolândia, acompanhando a linha do trem, próximo a margem do Rio São Miguel. Área de extração de calcário"|"652"|""|""|""|"-20.2380555"|"-45.6641667"|""|""|""|""|""|"Combretum"|"COMBRETACEAE"|"Combretum"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 791565"
"Collection"|"Creative Commons"|"urn:catalog:RB:416704"|"RB"|"2017-10-19"|"RB"|"RB"|"RB00416704"|"147"|"R. A. X. Borges"|"2006-7-11"|"2006"|"7"|"11"|"Árvore, 12 m, folhas levem. discolores, látex branco abudante, sicônios verdes com pintas negras."|""|"Brasil"|"Minas Gerais"|"Pains"|"Mineração Vale do São Miguel."|"642 m"|""|""|""|"-20.3644444"|"-45.6736111"|"P.C. Bello"|"30/10/2006"|""|""|""|"Ficus obtusifolia Kunth"|"MORACEAE"|"Ficus"|"obtusifolia"|""|"specie"|"Kunth"|"Angiospermas"|""|"Plantae"|""|"RB 427380"
"Collection"|"Creative Commons"|"urn:catalog:RB:115212"|"RB"|"2017-10-18"|"RB"|"RB"|"RB00115212"|"560"|"P.H.A.Melo"|"2003-4-15"|"2003"|"4"|"15"|""|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso, MG 439 Km 16."|"750"|""|""|""|""|""|""|""|""|""|""|"Vigna"|"LEGUMINOSAE"|"Vigna"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 409971"
"Collection"|"Creative Commons"|"urn:catalog:RB:523432"|"RB"|"2014-07-07"|"RB"|"RB"|"RB00523432"|"770"|"P. H. A. Melo"|"2003-7-6"|"2003"|"7"|"6"|"Borda de mata calcária, arbórea, terrestre; flore branca."|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso, MG 439 (Km 16)."|""|""|""|""|""|""|""|""|""|""|""|"Cupania"|"SAPINDACEAE"|"Cupania"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 464503"
"Collection"|"Creative Commons"|"urn:catalog:RB:275057"|"RB"|"2014-07-22"|"RB"|"RB"|"RB00275057"|"376"|"P.H.A. Melo"|"2003-1-31"|"2003"|"1"|"31"|"Herbácea, rupícola, espiga verde."|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso, MG 439 Km 16."|""|""|""|""|"-20.3872222"|"-45.6497222"|"D. Monteiro"|"9/2006"|""|""|""|"Peperomia blanda (Jacq.) Kunth"|"PIPERACEAE"|"Peperomia"|"blanda"|""|"specie"|"(Jacq.) Kunth"|"Angiospermas"|""|"Plantae"|""|"RB 399832"
"Collection"|"Creative Commons"|"urn:catalog:RB:485575"|"RB"|"2017-10-19"|"RB"|"RB"|"RB00485575"|"1232"|"P. A. H. Melo "|"2004-7-29"|"2004"|"7"|"29"|"Arbórea com flores amarelo-esverdeadas, estames amarelos estigma de vermelha a atropurpúreo "|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargos, MG 439 km 16. ."|"680  m"|""|""|""|"-20.3847222"|"-45.6491666"|"P. H. A. Melo "|"11/2004"|""|""|""|"Bastardiopsis densiflora (Hook. & Arn.) Hassl."|"MALVACEAE"|"Bastardiopsis"|"densiflora"|""|"specie"|"(Hook. & Arn.) Hassl."|"Angiospermas"|""|"Plantae"|""|"RB 440919"
"Collection"|"Creative Commons"|"urn:catalog:RB:548069"|"RB"|"2017-10-17"|"RB"|"RB"|"RB00548069"|"1137"|"P. H. A. Melo"|"2004-4-8"|"2004"|"4"|"8"|"Arbusto, flores vermelhas com linhas amarelas na face interna da corola."|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso, MG 439 km 16."|"Ca. 700-750 m."|""|""|""|"-20.3808334"|"-45.6511111"|"Profice"|"2008"|""|""|""|"Aphelandra schottiana (Nees) Profice"|"ACANTHACEAE"|"Aphelandra"|"schottiana"|""|"specie"|"(Nees) Profice"|"Angiospermas"|""|"Plantae"|""|"RB 440895"
