"type"|"right"|"occurrenceID_GBIF"|"rightsHolder"|"modified"|"institutionCode"|"collectionCode"|"catalogNumber"|"recordNumber"|"recordedBy"|"eventDate"|"year"|"month"|"day"|"occurrenceRemarks"|"fieldNotes"|"country"|"stateProvince"|"municipality"|"locality"|"minimumElevationInMeters"|"maximumElevationInMeters"|"verbatimLatitude"|"verbatimLongitude"|"decimalLatitude"|"decimalLongitude"|"identifiedBy"|"dateIdentified"|"identificationRemarks"|"identificationQualifier"|"typeStatus"|"scientifname"|"family"|"genus"|"specificEpithet"|"infraspecificEpithet"|"taxonRank"|"scientificNameAuthorship"|"Clado"|"fieldnumber"|"kingdom"|"phylum"|"otherCatalogNumbers"
"Collection"|"Creative Commons"|"urn:catalog:RB:859717"|"RB"|"2017-10-10"|"RB"|"RB"|"RB00859717"|"4"|"T. Mansur"|"2008-11-28"|"2008"|"11"|"28"|""|""|"Brasil"|"Minas Gerais"|"Pains"|""|""|""|""|""|"-20.6191667"|"-45.9947222"|""|""|""|"cf."|""|"Bauhinia forficata Link"|"LEGUMINOSAE"|"Bauhinia"|"forficata"|""|"specie"|"Link"|"Angiospermas"|""|"Plantae"|""|"RB 600065"
"Collection"|"Creative Commons"|"urn:catalog:RB:1435456"|"RB"|"2021-02-19"|"RB"|"RB"|"RB01435456"|"1309"|"P.H.A. Melo"|"2005-2-27"|"2005"|"2"|"27"|"Erva crescendo no sub-bosque. Inflorescência esverdeada."|""|"Brasil"|"Minas Gerais"|"Pains"|"Fronteira entre os municípios de Pains e Formiga - Região das nascentes do Rio São Miguel."|"700"|"800"|""|""|"-20.4561111"|"-4.6541667"|"J.M Braga "|"14/10/2007"|""|""|""|"Calathea longibracteata (Sweet) Lindl."|"MARANTACEAE"|"Calathea"|"longibracteata"|""|"specie"|"(Sweet) Lindl."|"Angiospermas"|""|"Plantae"|""|"RB 440907"
"Collection"|"Creative Commons"|"urn:catalog:RB:869332"|"RB"|"2022-11-18"|"RB"|"RB"|"RB00869332"|"14"|"T. Mansur"|"2008-11-28"|"2008"|"11"|"28"|""|""|"Brasil"|"Minas Gerais"|"Pains"|""|""|""|""|""|"-20.6191667"|"-45.9947222"|"M. Figueira"|"14/10/2022"|""|""|""|"Rhamnidium elaeocarpum Reissek"|"RHAMNACEAE"|"Rhamnidium"|"elaeocarpum"|""|"specie"|"Reissek"|"Angiospermas"|""|"Plantae"|""|"RB 602998"
"Collection"|"Creative Commons"|"urn:catalog:RB:418877"|"RB"|"2017-10-18"|"RB"|"RB"|"RB00418877"|"187"|"R. A. X. Borges"|"2006-7-13"|"2006"|"7"|"13"|"Liana escandente, frutos avermelhados."|""|"Brasil"|"Minas Gerais"|"Pains"|"Minerão Vale do São Miguel."|"720 m."|""|""|""|"-20.3541667"|"-45.6733334"|""|""|""|""|""|"Serjania communis Cambess."|"SAPINDACEAE"|"Serjania"|"communis"|""|"specie"|"Cambess."|"Angiospermas"|""|"Plantae"|""|"RB 429344"
"Collection"|"Creative Commons"|"urn:catalog:RB:115254"|"RB"|"2017-11-19"|"RB"|"RB"|"RB00115254"|"576"|"P.H.A. Melo"|"2003-4-16"|"2003"|"4"|"16"|""|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda  Amargoso,  MG  439  Km  16."|"750"|""|""|""|""|""|"M.Barros"|"16/4/2015"|""|""|""|"Senegalia polyphylla (DC.) Britton & Rose"|"LEGUMINOSAE"|"Senegalia"|"polyphylla"|""|"specie"|"(DC.) Britton & Rose"|"Angiospermas"|""|"Plantae"|""|"RB 409938"
"Collection"|"Creative Commons"|"urn:catalog:RB:527019"|"RB"|"2017-10-16"|"RB"|"RB"|"RB00527019"|"847"|"P. H. A. Melo"|"2003-9-9"|"2003"|"9"|"9"|"Trepadeira na borda de afloramento calcário; brácteas brancas; flores verdes."|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso. MG-439, KM 16."|"750 msm"|""|""|""|"-20.3872222"|"-45.6497222"|"P. H. A. Melo"|"6/2005"|""|""|""|"Dalechampia stipulacea Müll.Arg."|"EUPHORBIACEAE"|"Dalechampia"|"stipulacea"|""|"specie"|"Müll.Arg."|"Angiospermas"|""|"Plantae"|""|"RB 466641"
"Collection"|"Creative Commons"|"urn:catalog:RB:866845"|"RB"|"2017-10-10"|"RB"|"RB"|"RB00866845"|"16"|"T. Mansur"|"2008-11-28"|"2008"|"11"|"28"|""|""|"Brasil"|"Minas Gerais"|"Pains"|""|""|""|""|""|"-20.6191667"|"-45.9947222"|""|""|""|""|""|"Prockia crucis P.Browne ex L."|"SALICACEAE"|"Prockia"|"crucis"|""|"specie"|"P.Browne ex L."|"Angiospermas"|""|"Plantae"|""|"RB 602351"
"Collection"|"Creative Commons"|"urn:catalog:RB:420018"|"RB"|"2019-09-02"|"RB"|"RB"|"RB00420018"|"231"|"R. A. X. Borges"|"2006-7-12"|"2006"|"7"|"12"|"Arbusto, 2 m, folhas discolores, brácteas invol verdes, corola e ramos do estiletes amarelos, anteras e pappus creme."|""|"Brasil"|"Minas Gerais"|"Pains"|"Mineração Vale do São Miguel."|"688 m."|""|""|""|"-20.3572222"|"-45.6738889"|"Marcelo Monge & Mariana Machado Saavedra"|"25/1/2012"|""|""|""|"Trixis antimenorrhoea (Schrank) Kuntze"|"ASTERACEAE"|"Trixis"|"antimenorrhoea"|""|"specie"|"(Schrank) Kuntze"|"Angiospermas"|""|"Plantae"|""|"RB 428256"
"Collection"|"Creative Commons"|"urn:catalog:RB:490174"|"RB"|"2023-02-03"|"RB"|"RB"|"RB00490174"|"582"|"P. H. A. Melo"|"2003-4-16"|"2003"|"4"|"16"|"Herbácea, terrestre, flor lilás-azulada"|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso, MG 439 km 16."|"Ca. 750-810 m"|""|""|""|"-20.3872222"|"-45.6497222"|"G.M.Antar"|"1/2023"|""|""|""|"Mesosphaerum suaveolens (L.) Kuntze"|"LAMIACEAE"|"Mesosphaerum"|"suaveolens"|""|"specie"|"(L.) Kuntze"|"Angiospermas"|""|"Plantae"|""|"RB 442487"
"Collection"|"Creative Commons"|"urn:catalog:RB:589889"|"RB"|"2022-10-05"|"RB"|"RB"|"RB00589889"|"781"|"P.H.A. Melo"|"2003-8-9"|"2003"|"8"|"9"|"Trepadeira na borda de pequeno afloramento calcário, frutos imaturos verdes."|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso, MG-439, Km 16."|"750"|""|""|""|"-20.3930555"|"-45.6463889"|"Maria S. Ferrucci"|"2013"|""|""|""|"Serjania pinnatifolia Radlk."|"SAPINDACEAE"|"Serjania"|"pinnatifolia"|""|"specie"|"Radlk."|"Angiospermas"|""|"Plantae"|""|"RB 498026"
"Collection"|"Creative Commons"|"urn:catalog:RB:533814"|"RB"|"2017-10-18"|"RB"|"RB"|"RB00533814"|"1217"|"P. H. A. Melo"|"2004-6-26"|"2004"|"6"|"26"|"Arbusto sobre afloramento calcário, flores vermelho-alaranjadas."|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso, MG 439 km 16."|"Ca. 670 m."|""|""|""|"-20.3808334"|"-45.6511111"|"Profice"|"2008"|""|""|""|"Justicia brasiliana Roth"|"ACANTHACEAE"|"Justicia"|"brasiliana"|""|"specie"|"Roth"|"Angiospermas"|""|"Plantae"|""|"RB 440896"
"Collection"|"Creative Commons"|"urn:catalog:RB:420066"|"RB"|"2023-04-24"|"RB"|"RB"|"RB00420066"|"211"|"R. A. X. Borges"|"2006-7-11"|"2006"|"7"|"11"|"Arbusto; 0,5 m, folhas concolores, frutos imaturos verdes."|""|"Brasil"|"Minas Gerais"|"Pains"|"Mineração Vale do São Miguel."|"642 m."|""|""|""|"-20.3644444"|"-45.6736111"|"M. Kaehler"|"2023"|""|""|""|"Fridericia triplinervia (Mart. ex DC.) L.G.Lohmann"|"BIGNONIACEAE"|"Fridericia"|"triplinervia"|""|"specie"|"(Mart. ex DC.) L.G.Lohmann"|"Angiospermas"|""|"Plantae"|""|"RB 430688"
"Collection"|"Creative Commons"|"urn:catalog:RB:157879"|"RB"|"2017-10-15"|"RB"|"RB"|"RB00157879"|"476"|"P.H.A.Melo"|"2003-3-8"|"2003"|"3"|"8"|"Borda de afloramento calcáreo, trtepadeira, terresttre, inflorescencia amarela."|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Faroeste, margem direita do Rio São Miguel."|"700-800 m"|""|""|""|"-20.2563889"|"-45.6691667"|"L.G. ROSIGNOLI-OLIVEIRA"|"20/3/2017"|""|""|""|"Senna affinis (Benth.) H.S.Irwin & Barneby"|"LEGUMINOSAE"|"Senna"|"affinis"|""|"specie"|"(Benth.) H.S.Irwin & Barneby"|"Angiospermas"|""|"Plantae"|""|"RB 409934"
"Collection"|"Creative Commons"|"urn:catalog:RB:527016"|"RB"|"2017-10-15"|"RB"|"RB"|"RB00527016"|"1298"|"P. H. A. Melo"|"2005-2-27"|"2005"|"2"|"27"|"Arbusto 1,5 m de altura; sobre afloramento calcário; flores brancas; frutos imaturos verdes; látex leitoso; planta muito urticante."|""|"Brasil"|"Minas Gerais"|"Pains"|"Fronteira dos municípios de Pains e Formiga - região das nascentes do Rio São Miguel."|"700-800 msm"|""|""|""|"-20.4561111"|"-45.6541667"|""|""|""|""|""|"Cnidoscolus"|"EUPHORBIACEAE"|"Cnidoscolus"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 466638"
"Collection"|"Creative Commons"|"urn:catalog:RB:422567"|"RB"|"2017-10-19"|"RB"|"RB"|"RB00422567"|"203"|"R. A. X. Borges"|"2006-7-14"|"2006"|"7"|"14"|"Arbusto apoiante, folíolos concolores, frutos alaranjados, membranáceas"|""|"Brasil"|"Minas Gerais"|"Pains"|"Mineração Vale do São Miguel."|"711 m"|""|""|""|"-20.3558333"|"-45.6683334"|"R. A. X. Borges"|""|""|""|""|"Bastardiopsis densiflora (Hook. & Arn.) Hassl."|"MALVACEAE"|"Bastardiopsis"|"densiflora"|""|"specie"|"(Hook. & Arn.) Hassl."|"Angiospermas"|""|"Plantae"|""|"RB 433005"
"Collection"|"Creative Commons"|"urn:catalog:RBcarpo:775292"|"RBcarpo"|"2020-07-22"|"RB"|"RB"|"RBcarpo00775292"|"182"|"R.A.X. Borges"|"2006-7-13"|"2006"|"7"|"13"|"Árvore 4m, hipanto verde com nectários circulares vermelho sangue na base. Corola rajada abaxial e alva internamente; filetes brancos, anteras castanhas, estigma e estilete rosas"|""|"Brasil"|"Minas Gerais"|"Pains"|"Mineração Vale do São Miguel."|"720"|""|""|""|"-20.3541667"|"-45.6733334"|""|""|""|""|""|"Pseudobombax grandiflorum (Cav.) A.Robyns"|"MALVACEAE"|"Pseudobombax"|"grandiflorum"|""|"specie"|"(Cav.) A.Robyns"|"Angiospermas"|""|"Plantae"|""|"RBcarpo 6340"
"Collection"|"Creative Commons"|"urn:catalog:RB:1416586"|"RB"|"2019-08-23"|"RB"|"RB"|"RB01416586"|"4419"|"M.G.Bovini"|"2018-5-22"|"2018"|"5"|"22"|"Escandente semi-heliófila. Folhas membranáceas, bicolores. Frutos alados, pardacentos."|""|"Brasil"|"Minas Gerais"|"Pains"|"MG-170, direção a Arcos, lado direito. 744m."|""|""|""|""|"-20.3369444"|"-45.6305556"|""|""|""|""|""|"Gouania"|"RHAMNACEAE"|"Gouania"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 792170"
"Collection"|"Creative Commons"|"urn:catalog:RB:527014"|"RB"|"2017-10-15"|"RB"|"RB"|"RB00527014"|"983"|"P. H. A. Melo"|"2003-12-8"|"2003"|"12"|"8"|"Trepadeira no interior de mata calcária; flores amarelas e frutos imturos verdes."|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso, MG-439, KM 16."|"650-700 msm"|""|""|""|"-20.3819445"|"-45.6491666"|"W.D.Medeiros & Warren Cardinal - Mc Teague"|"10/6/2015"|""|""|""|"Bia alienata Didr."|"EUPHORBIACEAE"|"Bia"|"alienata"|""|"specie"|"Didr."|"Angiospermas"|""|"Plantae"|""|"RB 466636"
"Collection"|"Creative Commons"|"urn:catalog:RB:1481873"|"RB"|"2023-02-10"|"RB"|"RB"|"RB01481873"|"2413"|"P.H.A. Melo"|"2007-2-26"|"2007"|"2"|"26"|"#"|""|"Brasil"|"Minas Gerais"|"Pains"|"Nascentes do Rio São Miguel, Região do Timburé"|""|""|""|""|"-20.4077778"|"-45.6625000"|""|""|""|""|""|"Begonia fischeri Schrank"|"BEGONIACEAE"|"Begonia"|"fischeri"|""|"specie"|"Schrank"|"Angiospermas"|""|"Plantae"|""|"RB 844862"
"Collection"|"Creative Commons"|"urn:catalog:RB:418876"|"RB"|"2022-05-25"|"RB"|"RB"|"RB00418876"|"224"|"R. A. X. Borges"|"2006-7-12"|"2006"|"7"|"12"|"Arbusto escandente, trifoliolado, frutos verdes com alas amareladas."|""|"Brasil"|"Minas Gerais"|"Pains"|"Mineração Vale do São Miguel."|"613 m."|""|""|""|"-20.3597222"|"-45.6738889"|"H.Medeiros"|"23/5/2022"|""|""|""|"Thinouia ternata Radlk."|"SAPINDACEAE"|"Thinouia"|"ternata"|""|"specie"|"Radlk."|"Angiospermas"|""|"Plantae"|""|"RB 429343"
"Collection"|"Creative Commons"|"urn:catalog:RB:600627"|"RB"|"2014-07-07"|"RB"|"RB"|"RB00600627"|"192"|"R. A. X. Borges"|"2006-7-13"|"2006"|"7"|"13"|"Epifita, folhas vináceas, brácteas alaranjadas e flores de pétalas amarelas."|""|"Brasil"|"Minas Gerais"|"Pains"|"Mineração Vale do São Miguel."|""|""|""|""|""|""|""|""|""|""|""|"Acanthostachys strobilacea (Schult. & Schult.f.) Klotzsch"|"BROMELIACEAE"|"Acanthostachys"|"strobilacea"|""|"specie"|"(Schult. & Schult.f.) Klotzsch"|"Angiospermas"|""|"Plantae"|""|"RB 427363"
"Collection"|"Creative Commons"|"urn:catalog:RB:879239"|"RB"|"2017-10-19"|"RB"|"RB"|"RB00879239"|"1098"|"P.H.A. Melo"|"2004-2-16"|"2004"|"2"|"16"|"Erva no subosque de mata seca entre rochas calcárias, flores brancas."|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso, MG 439 km 16, divisa com Francisco Gonçalves Costa."|"700/750"|""|""|""|"-20.3827778"|"-45.6494444"|""|""|""|""|""|"Calathea"|"MARANTACEAE"|"Calathea"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 606248"
"Collection"|"Creative Commons"|"urn:catalog:RB:860197"|"RB"|"2020-01-22"|"RB"|"RB"|"RB00860197"|"15"|"T. Mansur"|"2008-11-28"|"2008"|"11"|"28"|""|""|"Brasil"|"Minas Gerais"|"Pains"|""|""|""|""|""|"-20.6166667"|"-45.9833333"|"R.L.Borges"|"1/2020"|""|""|""|"Randia calycina Cham."|"RUBIACEAE"|"Randia"|"calycina"|""|"specie"|"Cham."|"Angiospermas"|""|"Plantae"|""|"RB 600205"
"Collection"|"Creative Commons"|"urn:catalog:RB:419474"|"RB"|"2017-10-14"|"RB"|"RB"|"RB00419474"|""|"R. A. X. Borges"|"2006-7-11"|"2006"|"7"|"11"|"Arbusto escandente, 2,5 metros; ramos verdes e frutos verdes."|""|"Brasil"|"Minas Gerais"|"Pains"|"Mineração Vale do São Miguel."|"639"|""|""|""|"-20.3663889"|"-45.6697223"|""|""|""|""|""|"Pereskia aculeata Mill."|"CACTACEAE"|"Pereskia"|"aculeata"|""|"specie"|"Mill."|"Angiospermas"|""|"Plantae"|""|"RB 429339"
"Collection"|"Creative Commons"|"urn:catalog:RB:275063"|"RB"|"2014-07-22"|"RB"|"RB"|"RB00275063"|"376"|"P.H.A. Melo"|"2003-1-31"|"2003"|"1"|"31"|"Herbácea, rupicola, espiga verde."|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso, MG 439 km 16."|""|""|""|""|"-20.3872222"|"-45.6497222"|"D. Monteiro"|"9/2006"|""|""|""|"Peperomia blanda (Jacq.) Kunth"|"PIPERACEAE"|"Peperomia"|"blanda"|""|"specie"|"(Jacq.) Kunth"|"Angiospermas"|""|"Plantae"|""|"RB 399843"
"Collection"|"Creative Commons"|"urn:catalog:RB:115255"|"RB"|"2017-11-19"|"RB"|"RB"|"RB00115255"|"793"|"P.H.A. Melo"|"2003-8-9"|"2003"|"8"|"9"|""|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda  Amargoso,  MG  439  Km  16."|"750"|""|""|""|""|""|"M.Barros"|"27/4/2015"|""|""|""|"Senegalia polyphylla (DC.) Britton & Rose"|"LEGUMINOSAE"|"Senegalia"|"polyphylla"|""|"specie"|"(DC.) Britton & Rose"|"Angiospermas"|""|"Plantae"|""|"RB 409937"
"Collection"|"Creative Commons"|"urn:catalog:RB:527013"|"RB"|"2017-10-15"|"RB"|"RB"|"RB00527013"|"1258"|"P. H. A. Melo"|"2005-1-25"|"2005"|"1"|"25"|"Arbórea ca. 6 m de altura; crescendo no sub-bosque de mata secundária dentra de uvala; látex leitoso; frutos imaturos verdes."|""|"Brasil"|"Minas Gerais"|"Pains"|"Fronteira entre os municípios de Pains e Formiga - região das nascentes do Rio São Miguel."|"700-800 msm"|""|""|""|"-20.4561111"|"-45.6541667"|""|"9/2016"|""|""|""|"Sapium"|"EUPHORBIACEAE"|"Sapium"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 466635"
"Collection"|"Creative Commons"|"urn:catalog:RB:419869"|"RB"|"2017-10-14"|"RB"|"RB"|"RB00419869"|"217"|"R. X. A. Borges"|"2006-7-12"|"2006"|"7"|"12"|"Árvore, 12 m, folhas concolores e frutos verdes."|""|"Brasil"|"Minas Gerais"|"Pains"|"Mineração Vale do São Miguel."|"613"|""|""|""|"-20.3597222"|"-45.6738889"|"Angela Maria Studart da F. Vaz"|"9/2006"|""|""|""|"Bauhinia forficata Link ssp. forficata"|"LEGUMINOSAE"|"Bauhinia"|"forficata"|"forficata"|"ssp."|"Link"|"Angiospermas"|""|"Plantae"|""|"RB 427378"
"Collection"|"Creative Commons"|"urn:catalog:RB:419958"|"RB"|"2017-10-19"|"RB"|"RB"|"RB00419958"|"222"|"R. A. X. Borges"|"2006-7-12"|"2006"|"7"|"12"|"Árvore de 10 m de altura, copa de grande diâmetro, folhas levemente discolores, ramos da inflorescência vináceos, flores creme."|""|"Brasil"|"Minas Gerais"|"Pains"|"Mineração Vale do São Miguel."|"613 m"|""|""|""|"-20.3597222"|"-45.6738889"|"A. Quinet"|"8/8/2006"|""|""|""|"Nectandra reticulata (Ruiz & Pav.) Mez"|"LAURACEAE"|"Nectandra"|"reticulata"|""|"specie"|"(Ruiz & Pav.) Mez"|"Angiospermas"|""|"Plantae"|""|"RB 427356"
"Collection"|"Creative Commons"|"urn:catalog:RB:1415970"|"RB"|"2024-09-02"|"RB"|"RB"|"RB01415970"|"4405"|"M.G.Bovini"|"2018-5-21"|"2018"|"5"|"21"|"Árvore ca. 5m, muito frequente no local, heliófila. Folhas cartáceas, bicolores. Frutos imaturos verdes pilosos e maduros pardacentos. Material em sílica."|""|"Brasil"|"Minas Gerais"|"Pains"|"Calciolândia, acompanhando a linha do trem, próximo a margem do rio São Miguel. Área de extração de calcário. 652m"|""|""|""|""|"-20.2380555"|"-45.6641667"|""|""|""|""|""|"Luehea divaricata Mart."|"MALVACEAE"|"Luehea"|"divaricata"|""|"specie"|"Mart."|"Angiospermas"|""|"Plantae"|""|"RB 791564"
"Collection"|"Creative Commons"|"urn:catalog:RB:583147"|"RB"|"2014-07-07"|"RB"|"RB"|"RB00583147"|"1347"|"P.H.A. Melo"|"2005-5-19"|"2005"|"5"|"19"|"Arbusto 3 metros de altura, flores verdes com tonalidades róseas."|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Timburé, área de mineração da empresa CastroCal."|""|""|""|""|"-20.4105556"|"-45.6569444"|"Maria do Céo Rodrigues Pessoa"|"5/2013"|""|""|""|"Chomelia obtusa Cham. & Schltdl."|"RUBIACEAE"|"Chomelia"|"obtusa"|""|"specie"|"Cham. & Schltdl."|"Angiospermas"|""|"Plantae"|""|"RB 440290"
"Collection"|"Creative Commons"|"urn:catalog:RB:424217"|"RB"|"2017-10-06"|"RB"|"RB"|"RB00424217"|"230"|"R.A.X. Borges"|"2006-7-12"|"2006"|"7"|"12"|"Árvore, 6 metros de altura, folíolos concolores, frutos verde-acastanhados."|""|"Brasil"|"Minas Gerais"|"Pains"|"Mineração Vale do São Miguel."|"613"|""|""|""|"-20.3597222"|"-45.6738889"|"Michel Barros"|"18/6/2009"|""|""|""|"Senegalia velutina (DC.) Seigler & Ebinger"|"LEGUMINOSAE"|"Senegalia"|"velutina"|""|"specie"|"(DC.) Seigler & Ebinger"|"Angiospermas"|""|"Plantae"|""|"RB 427379"
"Collection"|"Creative Commons"|"urn:catalog:RB:157862"|"RB"|"2017-10-16"|"RB"|"RB"|"RB00157862"|"1205"|"P.H.A.Melo"|"2004-5-8"|"2004"|"5"|"8"|"Arbusto na borda de mata calcária, flores amarelas."|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso, MG 439 Km 16."|"670 msm"|""|""|""|"-20.3811111"|"-45.6625000"|"J.P. Santos"|"27/6/2013"|""|""|""|"Senna splendida (Vogel) H.S.Irwin & Barneby var. splendida"|"LEGUMINOSAE"|"Senna"|"splendida"|"splendida"|"var."|"(Vogel) H.S.Irwin & Barneby"|"Angiospermas"|""|"Plantae"|""|"RB 409931"
"Collection"|"Creative Commons"|"urn:catalog:RB:485579"|"RB"|"2017-10-19"|"RB"|"RB"|"RB00485579"|"1208"|"P. H. A. Melo "|"2004-6-26"|"2004"|"6"|"26"|"Arbórea, botões florais verdes"|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso, MG 439 km 16."|"670 m"|""|""|""|"-20.3808334"|"-45.6511111"|"P. H. A. Melo "|"11/2004"|""|""|""|"Bastardiopsis densiflora (Hook. & Arn.) Hassl."|"MALVACEAE"|"Bastardiopsis"|"densiflora"|""|"specie"|"(Hook. & Arn.) Hassl."|"Angiospermas"|""|"Plantae"|""|"RB 440918"
"Collection"|"Creative Commons"|"urn:catalog:RB:519467"|"RB"|"2017-10-18"|"RB"|"RB"|"RB00519467"|"789"|"P.H.A. Melo"|"2003-8-9"|"2003"|"8"|"9"|"Trepadeira em arbusto na pastagem, frutos imaturos verdes."|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Amargoso, MG 439 Km 16."|"750 m"|""|""|""|"-20.3930555"|"-45.6463889"|"E.Y.KATAOKA"|"31/8/2016"|""|"cf."|""|"Pyrostegia venusta (Ker Gawl.) Miers"|"BIGNONIACEAE"|"Pyrostegia"|"venusta"|""|"specie"|"(Ker Gawl.) Miers"|"Angiospermas"|""|"Plantae"|""|"RB 461845"
"Collection"|"Creative Commons"|"urn:catalog:RB:802688"|"RB"|"2017-10-14"|"RB"|"RB"|"RB00802688"|"178"|"R.A.X. Borges"|"2006-7-12"|"2006"|"7"|"12"|"rupícola, folhas verde-acastanhadas, 0,5m comprimento as maiores. Escapo e pétalas rosadas"|""|"Brasil"|"Minas Gerais"|"Pains"|"Mineração Vale do São Miguel."|"688"|""|""|""|"-20.3572222"|"-45.6738889"|"R.T. Monteiro et V.R. Almeida"|"8/8/2006"|""|""|""|"Aechmea distichantha Lem."|"BROMELIACEAE"|"Aechmea"|"distichantha"|""|"specie"|"Lem."|"Angiospermas"|""|"Plantae"|""|"RB 428254"
"Collection"|"Creative Commons"|"urn:catalog:RB:418880"|"RB"|"2017-10-06"|"RB"|"RB"|"RB00418880"|"202"|"R.A.X. Borges"|"2006-7-14"|"2006"|"7"|"14"|"Arbusto apoiante, folíolos concolores, frutos alaranjados, membranáceos."|""|"Brasil"|"Minas Gerais"|"Pains"|"Mineração Vale do São Miguel."|"711"|""|""|""|"-20.3558333"|"-45.6683334"|"G.V. Somner & M.S .Ferrucci"|"1/2008"|""|""|""|"Paullinia rhomboidea Radlk."|"SAPINDACEAE"|"Paullinia"|"rhomboidea"|""|"specie"|"Radlk."|"Angiospermas"|""|"Plantae"|""|"RB 429345"
"Collection"|"Creative Commons"|"urn:catalog:RB:424557"|"RB"|"2017-10-19"|"RB"|"RB"|"RB00424557"|"198"|"R.A.X. Borges"|"2006-7-14"|"2006"|"7"|"14"|"Árvore,6m,folíolos levem discolores,infloresc. verde,androceu e gineceu alvos."|""|"Brasil"|"Minas Gerais"|"Pains"|"Mineração Vale do São Miguel."|"711m"|""|""|""|"-20.3558333"|"-45.6683334"|"J. M. Fernandes"|"11/10/2008"|""|""|""|"Inga marginata Willd."|"LEGUMINOSAE"|"Inga"|"marginata"|""|"specie"|"Willd."|"Angiospermas"|""|"Plantae"|""|"RB 433920"
"Collection"|"Creative Commons"|"urn:catalog:RB:625775"|"RB"|"2022-11-10"|"RB"|"RB"|"RB00625775"|"220"|"R.A.X. Borges"|"2006-7-12"|"2006"|"7"|"12"|"Erva, folhas largas, nervuras amareladas adaxialmente,inflorescência palha."|""|"Brasil"|"Minas Gerais"|"Pains"|"Mineração Vale do São Miguel."|"613m"|""|""|""|"-20.3597222"|"-45.6738889"|"K.R. Malaquias"|"27/7/2022"|""|""|""|"Setaria sulcata Raddi"|"POACEAE"|"Setaria"|"sulcata"|""|"specie"|"Raddi"|"Angiospermas"|""|"Plantae"|""|"RB 427381"
"Collection"|"Creative Commons"|"urn:catalog:RB:879247"|"RB"|"2017-10-21"|"RB"|"RB"|"RB00879247"|"1027"|"P.H.A. Melo"|"2003-12-31"|"2003"|"12"|"31"|"Herbácea no subosque que mata seca no alto de afloramento calcário, flor branca."|""|"Brasil"|"Minas Gerais"|"Pains"|"Fazenda Faroeste, margem esquerda do Rio São Miguel."|"680/780m"|""|""|""|"-20.3872222"|"-45.7044445"|""|""|""|""|""|"Calathea"|"MARANTACEAE"|"Calathea"|""|""|"genus"|""|"Angiospermas"|""|"Plantae"|""|"RB 606251"
"Collection"|"Creative Commons"|"urn:catalog:RB:416587"|"RB"|"2021-08-18"|"RB"|"RB"|"RB00416587"|"156"|"R.A.X. Borges"|"2006-7-12"|"2006"|"7"|"12"|"Liana escandente, folhas discolores, face abaxial alva, árvore de 12 metros de altura, folhas concolores e frutos verdes."|""|"Brasil"|"Minas Gerais"|"Pains"|"Mineração Vale do São Francisco."|"613"|""|""|""|"-20.3597222"|"-45.6738889"|"R. Simão-Bianchini"|"6/8/2021"|""|""|""|"Ipomoea sidifolia Schrad."|"CONVOLVULACEAE"|"Ipomoea"|"sidifolia"|""|"specie"|"Schrad."|"Angiospermas"|""|"Plantae"|""|"RB 427361"
"Collection"|"Creative Commons"|"urn:catalog:RB:422568"|"RB"|"2017-10-19"|"RB"|"RB"|"RB00422568"|"171"|"R. A. X. Borges"|"2006-7-12"|"2006"|"7"|"12"|"Árvore, 10 m, frutos verdes, semente negrescente e sarcotesta vermelha"|""|"Brasil"|"Minas Gerais"|"Pains"|"Mineração Vale do São Miguel."|"688 m"|""|""|""|"-20.3572222"|"-45.6738889"|"M. Gomes; G. R. Souza; G. Nobregas"|"2013"|""|""|""|"Trichilia pallida Sw."|"MELIACEAE"|"Trichilia"|"pallida"|""|"specie"|"Sw."|"Angiospermas"|""|"Plantae"|""|"RB 433006"
